	Species	Microbiome	ID	Nutrition	Nutrition2	Subsample	Experiment	Cell_type	Diameter	Percentage
2077	SP9509	SynCom	108	6.7mM	6.7	4	2	Epidermis	5.484160714	5.990600169
2078	LP0049	SynCom	110	6.7mM	6.7	1	2	Epidermis	13.40264773	22.63853709
2079	LP0049	SynCom	112	6.7mM	6.7	2	2	Epidermis	13.23602339	18.94817162
2080	LA7339	SynCom	113	6.7mM	6.7	1	2	Epidermis	7.633526316	9.25929384
2081	LA7339	SynCom	115	6.7mM	6.7	2	2	Epidermis	8.529	12.87599191
2082	LP8539	SynCom	117	6.7mM	6.7	1	2	Epidermis	14.340775	22.59856679
2083	LP8539	SynCom	118	6.7mM	6.7	2	2	Epidermis	19.81952778	27.24490797
2084	LP8539	SynCom	119	6.7mM	6.7	3	2	Epidermis	15.13935	26.46887845
2085	LP8539	SynCom	120	6.7mM	6.7	4	2	Epidermis	14.1047663	18.40613422
2086	LJ9250	SynCom	123	6.7mM	6.7	1	2	Epidermis	16.26872222	24.18795665
2087	LJ9250	SynCom	124	6.7mM	6.7	2	2	Epidermis	17.30808262	25.49311415
2088	LY5280	SynCom	183	0.67mM	0.67	3	2	Epidermis	11.46245749	14.22084196
2089	LY5280	SynCom	184	0.67mM	0.67	4	2	Epidermis	15.25254244	22.29033749
2090	LY5280	NB	53	1.34mM	1.34	1	2	Epidermis	10.8522116	14.5703503
2091	SP9509	SynCom	133	1.34mM	1.34	1	2	Epidermis	5.278556391	7.642697609
2092	SP9509	SynCom	135	1.34mM	1.34	2	2	Epidermis	5.802903288	7.078795154
2093	LP0049	SynCom	137	1.34mM	1.34	1	2	Epidermis	18.94724837	26.72709328
2094	LP0049	SynCom	138	1.34mM	1.34	2	2	Epidermis	19.1557	31.56276815
2095	LP0049	SynCom	139	1.34mM	1.34	3	2	Epidermis	12.63098611	19.64317512
2096	LP0049	SynCom	140	1.34mM	1.34	4	2	Epidermis	13.9104375	18.03179608
2097	LA7339	SynCom	144	1.34mM	1.34	1	2	Epidermis	7.059175554	8.582036867
2098	LP8539	SynCom	145	1.34mM	1.34	1	2	Epidermis	7.850711111	7.565348294
2099	LP8539	SynCom	146	1.34mM	1.34	2	2	Epidermis	15.40522778	32.31066486
2100	LP8539	SynCom	147	1.34mM	1.34	3	2	Epidermis	20.62035556	26.46352551
2101	LP8539	SynCom	148	1.34mM	1.34	4	2	Epidermis	14.7072	23.61387575
2102	LJ9250	SynCom	150	1.34mM	1.34	1	2	Epidermis	9.809847953	15.33449626
2103	LJ9250	SynCom	151	1.34mM	1.34	2	2	Epidermis	3.769305	5.502398117
2104	LJ9250	SynCom	152	1.34mM	1.34	3	2	Epidermis	8.996627329	19.39127612
2105	LY5280	NB	54	1.34mM	1.34	2	2	Epidermis	7.842907692	10.00376432
2106	LY5280	NB	55	1.34mM	1.34	3	2	Epidermis	9.006377996	10.16409046
2107	LY5280	NB	56	1.34mM	1.34	4	2	Epidermis	8.534520908	8.540546534
2108	SP9509	SynCom	161	0.67mM	0.67	1	2	Epidermis	5.989594406	8.701856592
2109	SP9509	SynCom	163	0.67mM	0.67	2	2	Epidermis	9.82299287	13.15481904
2110	LP0049	SynCom	165	0.67mM	0.67	1	2	Epidermis	21.11371667	24.92541696
2111	LP0049	SynCom	166	0.67mM	0.67	2	2	Epidermis	16.90524603	30.50048065
2112	LP0049	SynCom	167	0.67mM	0.67	3	2	Epidermis	16.359	24.99108861
2113	LP8539	SynCom	174	0.67mM	0.67	1	2	Epidermis	11.0353	17.81414867
2114	LP8539	SynCom	175	0.67mM	0.67	2	2	Epidermis	20.60088889	26.24728691
2115	LJ9250	SynCom	176	0.67mM	0.67	1	2	Epidermis	15.72773016	24.59202456
2116	LJ9250	SynCom	177	0.67mM	0.67	2	2	Epidermis	11.84639683	18.33629143
2117	LY5280	SynCom	154	1.34mM	1.34	1	2	Epidermis	11.56550539	12.49126723
2118	LY5280	SynCom	155	1.34mM	1.34	2	2	Epidermis	10.07668444	14.55223991
2119	LY5280	SynCom	156	1.34mM	1.34	3	2	Epidermis	8.627205128	15.25500921
2120	LY5280	NB	25	6.7mM	6.7	1	2	Epidermis	7.556045372	11.4216069
2121	LY5280	NB	27	6.7mM	6.7	2	2	Epidermis	4.202081081	5.491795389
2122	LY5280	NB	28	6.7mM	6.7	3	2	Epidermis	6.268167756	11.36038404
2123	LY5280	SynCom	125	6.7mM	6.7	1	2	Epidermis	10.14633333	12.66629525
2124	LY5280	SynCom	127	6.7mM	6.7	2	2	Epidermis	11.28919091	18.58087849
2125	LY5280	SynCom	128	6.7mM	6.7	3	2	Epidermis	6.477175	8.985883027
2126	SP9509	NB	1	0.134mM	0.134	1	3	Epidermis	6.576126263	8.933640059
2127	SP9509	NB	2	0.134mM	0.134	2	3	Epidermis	13.04317636	14.63909816
2128	SP9509	NB	3	0.134mM	0.134	3	3	Epidermis	9.657077143	13.2215103
2129	SP9509	NB	4	0.134mM	0.134	4	3	Epidermis	4.770998098	5.256239241
2130	SI7820	NB	5	0.134mM	0.134	1	3	Epidermis	4.125192487	6.783782783
2131	SI7820	NB	6	0.134mM	0.134	2	3	Epidermis	5.536751813	8.770222763
2132	SI7820	NB	7	0.134mM	0.134	3	3	Epidermis	9.015959139	16.13240223
2133	SI7820	NB	8	0.134mM	0.134	5	3	Epidermis	3.978424528	4.090367396
2134	LP0049	NB	9	0.134mM	0.134	1	3	Epidermis	10.21182434	21.45254095
2135	LP0049	NB	10	0.134mM	0.134	2	3	Epidermis	5.685918167	10.21877715
2136	LP0049	NB	11	0.134mM	0.134	4	3	Epidermis	4.866511769	9.94153037
2137	LP0049	NB	12	0.134mM	0.134	5	3	Epidermis	15.89170578	23.25037801
2138	LJ9250	NB	13	0.134mM	0.134	1	3	Epidermis	13.56583389	21.37023133
2139	LJ9250	NB	14	0.134mM	0.134	3	3	Epidermis	12.24536242	22.33975746
2140	LJ9250	NB	15	0.134mM	0.134	4	3	Epidermis	10.12022441	13.32909356
2141	LJ9250	NB	16	0.134mM	0.134	5	3	Epidermis	4.055995	6.435537916
2142	LA7339	NB	17	0.134mM	0.134	1	3	Epidermis	12.12970248	23.67830445
2143	LA7339	NB	18	0.134mM	0.134	3	3	Epidermis	14.2671052	25.93365526
2144	LA7339	NB	19	0.134mM	0.134	4	3	Epidermis	14.96803518	21.93598843
2145	LA7339	NB	20	0.134mM	0.134	5	3	Epidermis	12.19575528	19.95585435
2146	LP8539	NB	21	0.134mM	0.134	1	3	Epidermis	6.331310702	12.90614406
2147	LP8539	NB	22	0.134mM	0.134	3	3	Epidermis	17.13282611	31.95994429
2148	LP8539	NB	23	0.134mM	0.134	5	3	Epidermis	16.64044614	26.90078787
2149	LP8539	NB	24	0.134mM	0.134	6	3	Epidermis	4.436674	7.334251632
2150	LY5280	NB	25	0.134mM	0.134	1	3	Epidermis	7.421632	11.31155815
2151	LY5280	NB	26	0.134mM	0.134	3	3	Epidermis	8.156498678	10.12923536
2152	LY5280	NB	27	0.134mM	0.134	4	3	Epidermis	8.483630972	13.7212741
2153	LY5280	NB	28	0.134mM	0.134	5	3	Epidermis	6.089731944	7.811255875
2154	LP0049	NB	10bis	0.134mM	0.134	3	3	Epidermis	3.933084107	6.534747524
2155	LJ9250	NB	13bis	0.134mM	0.134	2	3	Epidermis	6.538072857	10.80162924
2156	LA7339	NB	17bis	0.134mM	0.134	2	3	Epidermis	14.30530403	29.34989214
2157	LP8539	NB	21bis	0.134mM	0.134	2	3	Epidermis	10.86497333	18.13556566
2158	LP8539	NB	22bis	0.134mM	0.134	4	3	Epidermis	13.80943347	25.00818404
2159	LY5280	NB	25bis	0.134mM	0.134	2	3	Epidermis	7.450765198	11.23182465
2160	SI7820	NB	5bis	0.134mM	0.134	4	3	Epidermis	5.487728292	8.660488759
