	Species	Microbiome	ID	Nutrition	Nutrition2	Subsample	Experiment	Cell_type	Diameter	Percentage
1	SI7820	NB	1	335mM	335	1	1	Stele	9.7202225	15.38320461
2	SI7820	NB	2	335mM	335	2	1	Stele	7.135877143	11.32683584
3	SI7820	NB	3	335mM	335	3	1	Stele	6.48374625	8.079548996
4	SP9509	NB	5	335mM	335	1	1	Stele	7.32537125	12.9305492
5	SP9509	NB	6	335mM	335	2	1	Stele	7.81832375	11.19918394
6	SP9509	NB	7	335mM	335	3	1	Stele	8.703657143	10.74733176
7	SP9509	NB	8	335mM	335	4	1	Stele	7.065011429	9.455101109
8	LP8539	NB	9	335mM	335	1	1	Stele	10.31460444	12.80606669
9	LP8539	NB	10	335mM	335	2	1	Stele	12.46089909	14.02579284
10	LP8539	NB	11	335mM	335	3	1	Stele	12.03883556	12.73181155
11	LP8539	NB	12	335mM	335	4	1	Stele	9.06275	10.06269133
12	LA7339	NB	13	335mM	335	1	1	Stele	7.223131111	8.481559231
13	LA7339	NB	14	335mM	335	2	1	Stele	11.98807091	14.41209613
14	LA7339	NB	15	335mM	335	3	1	Stele	10.85651556	10.57204395
15	LA7339	NB	16	335mM	335	4	1	Stele	8.819539	15.38881935
16	LP0049	NB	21	335mM	335	1	1	Stele	9.30608	12.12270575
17	LP0049	NB	23	335mM	335	2	1	Stele	8.734965	14.2697194
18	LP0049	NB	24	335mM	335	3	1	Stele	9.566373333	15.49803221
19	LJ9250	NB	25	335mM	335	1	1	Stele	9.156871	13.03907327
20	LJ9250	NB	26	335mM	335	2	1	Stele	8.797312222	12.74912012
21	LJ9250	NB	27	335mM	335	3	1	Stele	8.793431111	13.02416633
22	LJ9250	NB	28	335mM	335	4	1	Stele	9.06275	12.6357655
23	SI7820	SynCom	36	335mM	335	1	1	Stele	7.26219	10.43280085
24	SI7820	SynCom	37	335mM	335	2	1	Stele	6.95951	10.70130542
25	SI7820	SynCom	38	335mM	335	3	1	Stele	7.099558571	12.75553126
26	SI7820	SynCom	39	335mM	335	4	1	Stele	7.404797143	10.28364387
27	SP9509	SynCom	41	335mM	335	1	1	Stele	8.506674286	12.45905878
28	SP9509	SynCom	42	335mM	335	2	1	Stele	7.618528571	14.32343269
29	SP9509	SynCom	43	335mM	335	3	1	Stele	9.642675	10.82649342
30	LP8539	SynCom	44	335mM	335	1	1	Stele	12.0341525	15.33356587
31	LP8539	SynCom	45	335mM	335	2	1	Stele	12.52147125	16.44635139
32	LP8539	SynCom	47	335mM	335	3	1	Stele	10.93942333	14.79196503
33	LA7339	SynCom	49	335mM	335	1	1	Stele	9.025508889	12.19661381
34	LA7339	SynCom	50	335mM	335	2	1	Stele	9.17887625	12.36612865
35	LP0049	SynCom	56	335mM	335	1	1	Stele	8.3612375	12.1200856
36	LP0049	SynCom	57	335mM	335	2	1	Stele	6.312034286	11.08349341
37	LP0049	SynCom	59	335mM	335	3	1	Stele	7.896894444	12.39514855
38	LJ9250	SynCom	60	335mM	335	1	1	Stele	8.44035	12.75638175
39	LJ9250	SynCom	61	335mM	335	2	1	Stele	8.994955556	12.87018294
40	LJ9250	SynCom	63	335mM	335	3	1	Stele	7.92343875	11.56869635
41	SI7820	NB	107	6.7mM	6.7	1	1	Stele	6.901741429	10.54810981
42	SI7820	NB	108	6.7mM	6.7	2	1	Stele	8.216124286	12.06754758
43	SI7820	NB	109	6.7mM	6.7	3	1	Stele	6.193797143	10.31958761
44	SP9509	NB	110	6.7mM	6.7	1	1	Stele	8.04271	12.66301631
45	SP9509	NB	111	6.7mM	6.7	2	1	Stele	6.864577143	10.2481462
46	SP9509	NB	112	6.7mM	6.7	3	1	Stele	6.718485	9.134016129
47	SP9509	NB	113	6.7mM	6.7	4	1	Stele	7.273311111	9.454436171
48	LP8539	NB	114	6.7mM	6.7	1	1	Stele	7.41037	11.76974762
49	LP8539	NB	115	6.7mM	6.7	2	1	Stele	8.429	12.27833153
50	LP8539	NB	116	6.7mM	6.7	3	1	Stele	10.419726	12.68469561
51	LP8539	NB	117	6.7mM	6.7	4	1	Stele	10.77833	11.72960866
52	LA7339	NB	118	6.7mM	6.7	1	1	Stele	7.91812	14.47832099
53	LA7339	NB	120	6.7mM	6.7	2	1	Stele	8.49181875	10.78231792
54	LA7339	NB	121	6.7mM	6.7	3	1	Stele	8.308753333	10.34995172
55	LP0049	NB	126	6.7mM	6.7	1	1	Stele	7.614925455	6.600869337
56	LP0049	NB	127	6.7mM	6.7	2	1	Stele	7.153535714	10.10328919
57	LP0049	NB	129	6.7mM	6.7	3	1	Stele	10.041717	14.67898783
58	LJ9250	NB	130	6.7mM	6.7	1	1	Stele	8.346538571	11.56719058
59	LJ9250	NB	131	6.7mM	6.7	2	1	Stele	9.445435556	12.15816228
60	LJ9250	NB	132	6.7mM	6.7	3	1	Stele	7.096937143	9.231369684
61	LJ9250	NB	133	6.7mM	6.7	4	1	Stele	9.02322	12.83100378
62	SI7820	SynCom	141	6.7mM	6.7	1	1	Stele	6.991983333	11.71693561
63	SI7820	SynCom	142	6.7mM	6.7	2	1	Stele	9.48549125	13.9824603
64	SI7820	SynCom	143	6.7mM	6.7	3	1	Stele	7.442217143	10.88425183
65	SI7820	SynCom	143.2	6.7mM	6.7	4	1	Stele	7.30116	11.58002259
66	SI7820	SynCom	144	6.7mM	6.7	5	1	Stele	7.86766	6.841498774
67	SP9509	SynCom	145	6.7mM	6.7	1	1	Stele	8.108014286	12.15613045
68	SP9509	SynCom	146	6.7mM	6.7	2	1	Stele	7.598687143	8.861156248
69	SP9509	SynCom	147	6.7mM	6.7	3	1	Stele	7.064681667	10.16326758
70	SP9509	SynCom	148	6.7mM	6.7	4	1	Stele	7.8097625	13.33279662
71	LP8539	SynCom	149	6.7mM	6.7	1	1	Stele	11.84479111	11.21921796
72	LP8539	SynCom	150	6.7mM	6.7	2	1	Stele	9.599276667	15.60203464
73	LP8539	SynCom	151	6.7mM	6.7	3	1	Stele	12.28200364	15.03800211
74	LP8539	SynCom	152	6.7mM	6.7	4	1	Stele	10.32635545	12.931574
75	LA7339	SynCom	153	6.7mM	6.7	1	1	Stele	12.69409	17.45064928
76	LA7339	SynCom	154	6.7mM	6.7	2	1	Stele	8.25415	9.637788885
77	LA7339	SynCom	155	6.7mM	6.7	3	1	Stele	7.540454286	9.181859997
78	LP0049	SynCom	161	6.7mM	6.7	1	1	Stele	9.143423333	16.51754191
79	LP0049	SynCom	162	6.7mM	6.7	2	1	Stele	9.305814	12.94247353
80	LP0049	SynCom	164	6.7mM	6.7	3	1	Stele	8.462305556	13.09817305
81	LJ9250	SynCom	165	6.7mM	6.7	1	1	Stele	9.050865	13.49937168
82	LJ9250	SynCom	165.5	6.7mM	6.7	2	1	Stele	10.036452	12.53675995
83	LJ9250	SynCom	166	6.7mM	6.7	3	1	Stele	9.42427625	10.61295131
84	LJ9250	SynCom	167	6.7mM	6.7	4	1	Stele	9.808353333	11.07557553
85	LJ9250	SynCom	168	6.7mM	6.7	5	1	Stele	7.735311111	10.86446025
86	SI7820	NB	176	0.67mM	0.67	1	1	Stele	5.999795	7.509373021
87	SI7820	NB	177	0.67mM	0.67	2	1	Stele	7.08728	6.544944713
88	SI7820	NB	178	0.67mM	0.67	3	1	Stele	8.15196	9.403098671
89	SP9509	NB	180	0.67mM	0.67	1	1	Stele	8.680707143	12.73433325
90	SP9509	NB	181	0.67mM	0.67	2	1	Stele	7.57893	11.36506197
91	SP9509	NB	182	0.67mM	0.67	3	1	Stele	6.274425556	9.514726676
92	LP8539	NB	184	0.67mM	0.67	1	1	Stele	11.18819818	14.34957204
93	LP8539	NB	185	0.67mM	0.67	2	1	Stele	9.862759091	12.79049113
94	LP8539	NB	186	0.67mM	0.67	3	1	Stele	7.17946875	11.12551776
95	LA7339	NB	188	0.67mM	0.67	1	1	Stele	7.206734286	11.73247684
96	LA7339	NB	189	0.67mM	0.67	2	1	Stele	5.47102875	8.641882743
97	LA7339	NB	190	0.67mM	0.67	3	1	Stele	5.864801429	10.24486067
98	LA7339	NB	191	0.67mM	0.67	4	1	Stele	7.474106667	10.2915708
99	LP0049	NB	196	0.67mM	0.67	1	1	Stele	9.449732	11.61629817
100	LP0049	NB	197	0.67mM	0.67	2	1	Stele	8.223873333	12.69514803
101	LP0049	NB	198	0.67mM	0.67	3	1	Stele	9.277895556	14.18531335
102	LP0049	NB	199	0.67mM	0.67	4	1	Stele	11.616628	20.45883378
103	LJ9250	NB	201	0.67mM	0.67	1	1	Stele	8.53750125	7.944379856
104	LJ9250	NB	203	0.67mM	0.67	2	1	Stele	7.94253125	12.5232328
105	SI7820	SynCom	211	0.67mM	0.67	1	1	Stele	7.726904286	10.11861405
106	SI7820	SynCom	212	0.67mM	0.67	2	1	Stele	8.199577143	12.62625634
107	SI7820	SynCom	213	0.67mM	0.67	3	1	Stele	6.160036667	9.119487667
108	SI7820	SynCom	213.5	0.67mM	0.67	4	1	Stele	7.351195714	9.512074995
109	SI7820	SynCom	214	0.67mM	0.67	5	1	Stele	5.607844444	6.678999122
110	SP9509	SynCom	215	0.67mM	0.67	1	1	Stele	7.663508333	10.38047052
111	SP9509	SynCom	216	0.67mM	0.67	2	1	Stele	6.689008571	9.880309041
112	SP9509	SynCom	216.5	0.67mM	0.67	3	1	Stele	6.627054286	8.459978475
113	SP9509	SynCom	217	0.67mM	0.67	4	1	Stele	7.560618571	9.920510984
114	SP9509	SynCom	218	0.67mM	0.67	5	1	Stele	8.44116	10.43609992
115	LP8539	SynCom	221	0.67mM	0.67	1	1	Stele	10.09567125	15.08402401
116	LP8539	SynCom	222	0.67mM	0.67	2	1	Stele	13.364106	16.64343779
117	LP0049	SynCom	231	0.67mM	0.67	1	1	Stele	8.178975	14.32148317
118	LP0049	SynCom	232	0.67mM	0.67	2	1	Stele	10.063825	16.12185301
119	LP0049	SynCom	233	0.67mM	0.67	3	1	Stele	7.27495	13.53578407
120	LP0049	SynCom	234	0.67mM	0.67	4	1	Stele	9.79249875	14.11153852
121	LJ9250	SynCom	235	0.67mM	0.67	1	1	Stele	6.699535556	10.81219903
122	LJ9250	SynCom	236	0.67mM	0.67	2	1	Stele	8.0076625	11.67813052
123	LJ9250	SynCom	237	0.67mM	0.67	3	1	Stele	8.57657	11.12062538
124	LJ9250	SynCom	238	0.67mM	0.67	4	1	Stele	7.8698975	11.0143977
125	LA7339	SynCom	168	0.67mM	0.67	1	1	Stele	5.86	8.348884144
126	SI7820	NB	1	6.7mM	6.7	1	2	Stele	6.34375	7.526636875
127	SI7820	NB	2	6.7mM	6.7	2	2	Stele	5.861166667	7.264472825
128	SI7820	NB	4	6.7mM	6.7	3	2	Stele	7.015666667	10.92922737
129	SP9509	NB	5	6.7mM	6.7	1	2	Stele	5.287428571	9.984450181
130	SP9509	NB	8	6.7mM	6.7	2	2	Stele	5.214833333	7.01012361
131	LP0049	NB	10	6.7mM	6.7	1	2	Stele	6.488222222	10.0506882
132	LP0049	NB	12	6.7mM	6.7	2	2	Stele	7.120125	8.719475196
133	LP8539	NB	17	6.7mM	6.7	1	2	Stele	8.678888889	14.0803833
134	LP8539	NB	18	6.7mM	6.7	2	2	Stele	7.086625	8.257951905
135	LP8539	NB	19	6.7mM	6.7	3	2	Stele	7.23775	8.712148976
136	LP8539	NB	20	6.7mM	6.7	4	2	Stele	7.9685	10.90242409
137	LJ9250	NB	23	6.7mM	6.7	1	2	Stele	7.527777778	11.43586184
138	SI7820	NB	29	1.34mM	1.34	1	2	Stele	8.661	11.11603
139	SI7820	NB	30	1.34mM	1.34	2	2	Stele	5.440666667	7.695520256
140	SI7820	NB	31	1.34mM	1.34	3	2	Stele	5.973714286	15.2969073
141	SI7820	NB	32	1.34mM	1.34	4	2	Stele	8.114125	12.42234762
142	SP9509	NB	33	1.34mM	1.34	1	2	Stele	5.526571429	7.238349321
143	SP9509	NB	34	1.34mM	1.34	2	2	Stele	5.957142857	9.442734897
144	SP9509	NB	35	1.34mM	1.34	3	2	Stele	5.521428571	7.500565769
145	SP9509	NB	36	1.34mM	1.34	4	2	Stele	4.432428571	5.688702478
146	LP0049	NB	37	1.34mM	1.34	1	2	Stele	6.024833333	9.649661433
147	LP0049	NB	38	1.34mM	1.34	2	2	Stele	7.255	16.10861999
148	LP0049	NB	39	1.34mM	1.34	3	2	Stele	6.234888889	11.02897334
149	LP0049	NB	40	1.34mM	1.34	4	2	Stele	8.814285714	17.3526192
150	LA7339	NB	42	1.34mM	1.34	1	2	Stele	8.392142857	17.67691515
151	LA7339	NB	43	1.34mM	1.34	2	2	Stele	9.3449	15.35041741
152	LA7339	NB	44	1.34mM	1.34	3	2	Stele	6.918666667	14.10675111
153	LP8539	NB	45	1.34mM	1.34	1	2	Stele	6.751555556	11.23181381
154	LP8539	NB	46	1.34mM	1.34	2	2	Stele	6.530666667	8.841948805
155	LP8539	NB	47	1.34mM	1.34	3	2	Stele	7.957222222	11.99057315
156	LP8539	NB	48	1.34mM	1.34	4	2	Stele	7.013555556	8.707198929
157	LJ9250	NB	49	1.34mM	1.34	1	2	Stele	5.790333333	8.371228149
158	LJ9250	NB	52	1.34mM	1.34	2	2	Stele	4.700333333	6.794673466
159	LY5280	NB	81	0.67mM	0.67	1	2	Stele	3.789166667	3.649752756
160	LY5280	NB	84	0.67mM	0.67	2	2	Stele	4.014714286	6.474090785
161	SI7820	NB	57	0.67mM	0.67	1	2	Stele	6.269125	7.165285205
162	SP9509	NB	60	0.67mM	0.67	1	2	Stele	5.248857143	8.075715842
163	SP9509	NB	61	0.67mM	0.67	2	2	Stele	5.7265	5.597634715
164	SP9509	NB	62	0.67mM	0.67	3	2	Stele	4.8855	12.25511445
165	SP9509	NB	63	0.67mM	0.67	4	2	Stele	6.673625	8.989174081
166	LP0049	NB	64	0.67mM	0.67	1	2	Stele	5.368428571	6.720340189
167	LP0049	NB	65	0.67mM	0.67	2	2	Stele	6.059555556	12.18428155
168	LP0049	NB	66	0.67mM	0.67	3	2	Stele	7.410555556	10.09465339
169	LP0049	NB	67	0.67mM	0.67	4	2	Stele	6.915	9.17520501
170	LA7339	NB	68	0.67mM	0.67	1	2	Stele	6.697444444	11.42434219
171	LA7339	NB	69	0.67mM	0.67	2	2	Stele	9.761111111	13.41532278
172	LA7339	NB	71	0.67mM	0.67	3	2	Stele	6.287222222	15.75436254
173	LP8539	NB	72	0.67mM	0.67	1	2	Stele	7.987777778	18.81252699
174	LP8539	NB	73	0.67mM	0.67	2	2	Stele	5.042555556	10.15682637
175	LP8539	NB	74	0.67mM	0.67	3	2	Stele	7.272333333	11.49210753
176	LP8539	NB	75	0.67mM	0.67	4	2	Stele	5.9705	8.760854212
177	LJ9250	NB	76	0.67mM	0.67	1	2	Stele	6.514777778	9.363364139
178	LJ9250	NB	77	0.67mM	0.67	2	2	Stele	4.97675	9.036871478
179	LJ9250	NB	79	0.67mM	0.67	3	2	Stele	3.8325	5.896865327
180	LY5280	SynCom	181	0.67mM	0.67	1	2	Stele	6.373571429	7.231120083
181	LY5280	SynCom	182	0.67mM	0.67	2	2	Stele	5.783571429	7.06943635
182	SI7820	SynCom	101	6.7mM	6.7	1	2	Stele	6.887125	11.22208767
183	SI7820	SynCom	102	6.7mM	6.7	2	2	Stele	5.104375	11.29303994
184	SP9509	SynCom	105	6.7mM	6.7	1	2	Stele	5.919285714	8.394461505
185	SP9509	SynCom	106	6.7mM	6.7	2	2	Stele	5.476142857	7.72126194
186	SP9509	SynCom	107	6.7mM	6.7	3	2	Stele	5.378142857	7.334066907
187	SP9509	SynCom	108	6.7mM	6.7	4	2	Stele	5.491142857	5.998227084
188	LP0049	SynCom	110	6.7mM	6.7	1	2	Stele	6.868625	11.60185845
189	LP0049	SynCom	112	6.7mM	6.7	2	2	Stele	7.073	10.12542921
190	LA7339	SynCom	113	6.7mM	6.7	1	2	Stele	9.978909091	12.10418981
191	LA7339	SynCom	115	6.7mM	6.7	2	2	Stele	7.385125	11.14911593
192	LP8539	SynCom	117	6.7mM	6.7	1	2	Stele	6.977625	10.99552323
193	LP8539	SynCom	118	6.7mM	6.7	2	2	Stele	6.893625	9.476319558
194	LP8539	SynCom	119	6.7mM	6.7	3	2	Stele	8.34	14.58123673
195	LP8539	SynCom	120	6.7mM	6.7	4	2	Stele	7.578875	9.890117108
196	LJ9250	SynCom	123	6.7mM	6.7	1	2	Stele	4.65825	6.925777424
197	LJ9250	SynCom	124	6.7mM	6.7	2	2	Stele	9.4306	13.89035213
198	LY5280	SynCom	183	0.67mM	0.67	3	2	Stele	5.73975	7.120992836
199	LY5280	SynCom	184	0.67mM	0.67	4	2	Stele	6.1995	9.060059845
200	LY5280	NB	53	1.34mM	1.34	1	2	Stele	4.758833333	6.389284623
201	SP9509	SynCom	133	1.34mM	1.34	1	2	Stele	6.182625	8.951677278
202	SP9509	SynCom	135	1.34mM	1.34	2	2	Stele	5.531571429	6.747805207
203	LP0049	SynCom	137	1.34mM	1.34	1	2	Stele	6.62925	9.351256692
204	LP0049	SynCom	138	1.34mM	1.34	2	2	Stele	6.3945	10.53619137
205	LP0049	SynCom	139	1.34mM	1.34	3	2	Stele	6.48625	10.08714153
206	LP0049	SynCom	140	1.34mM	1.34	4	2	Stele	5.654875	7.330290861
207	LA7339	SynCom	144	1.34mM	1.34	1	2	Stele	7.536857143	9.162767715
208	LP8539	SynCom	145	1.34mM	1.34	1	2	Stele	6.525428571	6.288237996
209	LP8539	SynCom	146	1.34mM	1.34	2	2	Stele	6.403222222	13.43001026
210	LP8539	SynCom	147	1.34mM	1.34	3	2	Stele	6.919666667	8.880485831
211	LP8539	SynCom	148	1.34mM	1.34	4	2	Stele	7.302125	11.72428963
212	LJ9250	SynCom	150	1.34mM	1.34	1	2	Stele	5.542142857	8.663331921
213	LJ9250	SynCom	151	1.34mM	1.34	2	2	Stele	6.757666667	9.864782061
214	LJ9250	SynCom	152	1.34mM	1.34	3	2	Stele	4.733142857	10.20178748
215	LY5280	NB	54	1.34mM	1.34	2	2	Stele	6.1335	7.823385262
216	LY5280	NB	55	1.34mM	1.34	3	2	Stele	6.73725	7.603280532
217	LY5280	NB	56	1.34mM	1.34	4	2	Stele	5.307	5.3107469
218	SP9509	SynCom	161	0.67mM	0.67	1	2	Stele	5.45	7.917918178
219	SP9509	SynCom	163	0.67mM	0.67	2	2	Stele	6.163714286	8.25436271
220	LP0049	SynCom	165	0.67mM	0.67	1	2	Stele	5.861875	6.920130682
221	LP0049	SynCom	166	0.67mM	0.67	2	2	Stele	4.673428571	8.431809715
222	LP0049	SynCom	167	0.67mM	0.67	3	2	Stele	7.468777778	11.40979811
223	LP8539	SynCom	174	0.67mM	0.67	1	2	Stele	5.1305	8.282102868
224	LP8539	SynCom	175	0.67mM	0.67	2	2	Stele	7.262375	9.252884246
225	LJ9250	SynCom	176	0.67mM	0.67	1	2	Stele	7.9642	12.45289689
226	LJ9250	SynCom	177	0.67mM	0.67	2	2	Stele	8.038428571	12.44217723
227	LY5280	SynCom	154	1.34mM	1.34	1	2	Stele	5.65925	6.112245136
228	LY5280	SynCom	155	1.34mM	1.34	2	2	Stele	3.947666667	5.701021281
229	LY5280	SynCom	156	1.34mM	1.34	3	2	Stele	4.416333333	7.809157738
230	LY5280	NB	25	6.7mM	6.7	1	2	Stele	4.470666667	6.757793891
231	LY5280	NB	27	6.7mM	6.7	2	2	Stele	6.036714286	7.889519275
232	LY5280	NB	28	6.7mM	6.7	3	2	Stele	4.861857143	8.811596381
233	LY5280	SynCom	125	6.7mM	6.7	1	2	Stele	4.1415	5.170090524
234	LY5280	SynCom	127	6.7mM	6.7	2	2	Stele	5.956571429	9.803920475
235	LY5280	SynCom	128	6.7mM	6.7	3	2	Stele	5.368	7.447107742
236	SP9509	NB	1	0.134mM	0.134	1	3	Stele	5.755583333	7.818935916
237	SP9509	NB	2	0.134mM	0.134	2	3	Stele	7.624825714	8.557775269
238	SP9509	NB	3	0.134mM	0.134	3	3	Stele	6.86835	9.403462241
239	SP9509	NB	4	0.134mM	0.134	4	3	Stele	7.248624286	7.985855922
240	SI7820	NB	5	0.134mM	0.134	1	3	Stele	5.896895	9.697306222
241	SI7820	NB	6	0.134mM	0.134	2	3	Stele	6.478822857	10.26246464
242	SI7820	NB	7	0.134mM	0.134	3	3	Stele	7.306854286	13.07427314
243	SI7820	NB	8	0.134mM	0.134	5	3	Stele	7.102421429	7.302265718
244	LP0049	NB	9	0.134mM	0.134	1	3	Stele	7.679786667	16.13335017
245	LP0049	NB	10	0.134mM	0.134	2	3	Stele	7.689136	13.8189761
246	LP0049	NB	11	0.134mM	0.134	4	3	Stele	5.585462857	11.41023617
247	LP0049	NB	12	0.134mM	0.134	5	3	Stele	7.919621111	11.58681057
248	LJ9250	NB	13	0.134mM	0.134	1	3	Stele	6.268562222	9.874853685
249	LJ9250	NB	14	0.134mM	0.134	3	3	Stele	6.112025	11.15043813
250	LJ9250	NB	15	0.134mM	0.134	4	3	Stele	7.20666	9.491711001
251	LJ9250	NB	16	0.134mM	0.134	5	3	Stele	6.340808571	10.06079001
252	LA7339	NB	17	0.134mM	0.134	1	3	Stele	8.288013	16.17897021
253	LA7339	NB	18	0.134mM	0.134	3	3	Stele	7.0749925	12.86038155
254	LA7339	NB	19	0.134mM	0.134	4	3	Stele	6.545755	9.592949523
255	LA7339	NB	20	0.134mM	0.134	5	3	Stele	6.502445	10.63991876
256	LP8539	NB	21	0.134mM	0.134	1	3	Stele	7.34472	14.97194165
257	LP8539	NB	22	0.134mM	0.134	3	3	Stele	6.727314444	12.54927783
258	LP8539	NB	23	0.134mM	0.134	5	3	Stele	7.779571	12.57638091
259	LP8539	NB	24	0.134mM	0.134	6	3	Stele	5.29508125	8.753281918
260	LY5280	NB	25	0.134mM	0.134	1	3	Stele	5.665135	8.634422183
261	LY5280	NB	26	0.134mM	0.134	3	3	Stele	5.902958571	7.330652407
262	LY5280	NB	27	0.134mM	0.134	4	3	Stele	4.730591667	7.651174964
263	LY5280	NB	28	0.134mM	0.134	5	3	Stele	4.496435	5.767545211
264	LP0049	NB	10bis	0.134mM	0.134	3	3	Stele	6.766948571	11.24316166
265	LJ9250	NB	13bis	0.134mM	0.134	2	3	Stele	5.94085625	9.814960462
266	LA7339	NB	17bis	0.134mM	0.134	2	3	Stele	6.2638225	12.8513532
267	LP8539	NB	21bis	0.134mM	0.134	2	3	Stele	6.6611725	11.1186772
268	LP8539	NB	22bis	0.134mM	0.134	4	3	Stele	5.9743525	10.81924955
269	LY5280	NB	25bis	0.134mM	0.134	2	3	Stele	2.828046667	4.263202962
270	SI7820	NB	5bis	0.134mM	0.134	4	3	Stele	6.651977143	10.49785452
271	SI7820	NB	1	335mM	335	1	1	Endodermis	3.5882	5.678678113
272	SI7820	NB	2	335mM	335	2	1	Endodermis	3.839774286	6.094904959
273	SI7820	NB	3	335mM	335	3	1	Endodermis	3.319055417	4.135953171
274	SP9509	NB	5	335mM	335	1	1	Endodermis	3.44540875	6.08174328
275	SP9509	NB	6	335mM	335	2	1	Endodermis	3.9516075	5.660392263
276	SP9509	NB	7	335mM	335	3	1	Endodermis	3.303152857	4.078754371
277	SP9509	NB	8	335mM	335	4	1	Endodermis	3.376997143	4.519433515
278	LP8539	NB	9	335mM	335	1	1	Endodermis	4.652878056	5.776767012
279	LP8539	NB	10	335mM	335	2	1	Endodermis	5.100252576	5.740764414
280	LP8539	NB	11	335mM	335	3	1	Endodermis	4.923224444	5.206613675
281	LP8539	NB	12	335mM	335	4	1	Endodermis	3.990082222	4.430329179
282	LA7339	NB	13	335mM	335	1	1	Endodermis	3.500638889	4.110527087
283	LA7339	NB	14	335mM	335	2	1	Endodermis	5.050142424	6.071296928
284	LA7339	NB	15	335mM	335	3	1	Endodermis	4.959936263	4.829971816
285	LA7339	NB	16	335mM	335	4	1	Endodermis	5.81919	10.1536445
286	LP0049	NB	21	335mM	335	1	1	Endodermis	3.481682222	4.535465965
287	LP0049	NB	23	335mM	335	2	1	Endodermis	4.441388333	7.255594641
288	LP0049	NB	24	335mM	335	3	1	Endodermis	4.066263333	6.587562277
289	LJ9250	NB	25	335mM	335	1	1	Endodermis	4.697530818	6.68912432
290	LJ9250	NB	26	335mM	335	2	1	Endodermis	4.217732222	6.112364022
291	LJ9250	NB	27	335mM	335	3	1	Endodermis	4.652571889	6.891038251
292	LJ9250	NB	28	335mM	335	4	1	Endodermis	3.990082222	5.563183721
293	SI7820	SynCom	36	335mM	335	1	1	Endodermis	3.649648333	5.243053984
294	SI7820	SynCom	37	335mM	335	2	1	Endodermis	3.043175714	4.679345638
295	SI7820	SynCom	38	335mM	335	3	1	Endodermis	4.416078571	7.934215586
296	SI7820	SynCom	39	335mM	335	4	1	Endodermis	3.851548571	5.348958668
297	SP9509	SynCom	41	335mM	335	1	1	Endodermis	2.535288571	3.713238365
298	SP9509	SynCom	42	335mM	335	2	1	Endodermis	2.62344	4.932273458
299	SP9509	SynCom	43	335mM	335	3	1	Endodermis	4.02655625	4.520891221
300	LP8539	SynCom	44	335mM	335	1	1	Endodermis	4.841779318	6.169253887
301	LP8539	SynCom	45	335mM	335	2	1	Endodermis	5.09363875	6.690249975
302	LP8539	SynCom	47	335mM	335	3	1	Endodermis	4.366502821	5.904256111
303	LA7339	SynCom	49	335mM	335	1	1	Endodermis	4.666275556	6.305767529
304	LA7339	SynCom	50	335mM	335	2	1	Endodermis	4.22178375	5.68774647
305	LP0049	SynCom	56	335mM	335	1	1	Endodermis	3.84780875	5.577615921
306	LP0049	SynCom	57	335mM	335	2	1	Endodermis	2.893038571	5.079974614
307	LP0049	SynCom	59	335mM	335	3	1	Endodermis	3.804038889	5.970907609
308	LJ9250	SynCom	60	335mM	335	1	1	Endodermis	3.534332	5.341637281
309	LJ9250	SynCom	61	335mM	335	2	1	Endodermis	3.703477778	5.299018569
310	LJ9250	SynCom	63	335mM	335	3	1	Endodermis	4.25897375	6.218357412
311	SI7820	NB	107	6.7mM	6.7	1	1	Endodermis	3.403252321	5.201278482
312	SI7820	NB	108	6.7mM	6.7	2	1	Endodermis	4.166922857	6.120226289
313	SI7820	NB	109	6.7mM	6.7	3	1	Endodermis	2.58664	4.309643581
314	SP9509	NB	110	6.7mM	6.7	1	1	Endodermis	3.88369	6.11475856
315	SP9509	NB	111	6.7mM	6.7	2	1	Endodermis	3.468032857	5.177435843
316	SP9509	NB	112	6.7mM	6.7	3	1	Endodermis	2.812716667	3.823987015
317	SP9509	NB	113	6.7mM	6.7	4	1	Endodermis	3.816551746	4.961061658
318	LP8539	NB	114	6.7mM	6.7	1	1	Endodermis	4.681465556	7.435481372
319	LP8539	NB	115	6.7mM	6.7	2	1	Endodermis	3.910308889	5.696057528
320	LP8539	NB	116	6.7mM	6.7	3	1	Endodermis	4.528742	5.513169325
321	LP8539	NB	117	6.7mM	6.7	4	1	Endodermis	5.792128	6.303332217
322	LA7339	NB	118	6.7mM	6.7	1	1	Endodermis	4.531815	8.286445805
323	LA7339	NB	120	6.7mM	6.7	2	1	Endodermis	4.29291	5.450837067
324	LA7339	NB	121	6.7mM	6.7	3	1	Endodermis	4.072625556	5.073141085
325	LP0049	NB	126	6.7mM	6.7	1	1	Endodermis	6.970552045	6.042305145
326	LP0049	NB	127	6.7mM	6.7	2	1	Endodermis	3.938338036	5.562307884
327	LP0049	NB	129	6.7mM	6.7	3	1	Endodermis	4.674468	6.833140076
328	LJ9250	NB	130	6.7mM	6.7	1	1	Endodermis	4.676201429	6.480592245
329	LJ9250	NB	131	6.7mM	6.7	2	1	Endodermis	4.420083194	5.689529979
330	LJ9250	NB	132	6.7mM	6.7	3	1	Endodermis	4.612257857	5.999413056
331	LJ9250	NB	133	6.7mM	6.7	4	1	Endodermis	3.869826	5.502886112
