"Species" "Microbiome" "Subsample" "Stile_diameter" "Endodermis_diameter" "CCL1_diameter" "CCL2_diameter" "CCL3_diameter" "CCL4_diameter" "Exodermis_diameter" "Epidermis_diameter" "Max_diameter" "Stile_cell" "Endodermis_n_cell" "CCL1_n_cell" "CCL2__n_cell" "CCL3_n_cell" "CCL4_n_cell" "Exodermis_n_cell" "Epidermis_n_cell" "Aerenchyma_mean_area" "Aerenchyma_n" "CCL" "root_plant"
"154" "LJ9250" "B+" 4 8.47354 3.65929 13.55600222 16.99351778 0 0 22.5482875 14.29459355 163.97657 9 9 9 1 0 0 8 19 55.33829857 7 6 0.875
"155" "LJ9250" "B+" 5 7.811924444 3.290158889 12.51617111 0 0 0 36.10129444 14.70395722 151.606172 9 9 9 0 0 0 9 18 47.88047111 9 5 1.166666667
"156" "LM7123" "B+" 1 7.657272222 2.938598889 12.90428778 0 0 0 21.33679667 17.28596444 123.9219475 9 9 9 0 0 0 9 19 70.335666 9 5 1
"157" "LM7123" "B+" 2 11.77884667 4.092261111 12.29109444 0 0 0 22.57898333 12.93750621 131.292555 9 9 9 0 0 0 9 19 35.11528111 9 4 1
"158" "LM7123" "B+" 3 10.07408 4.013808889 14.24319711 0 0 0 39.586821 16.93628189 176.2193425 10 9 10 0 0 0 10 18 37.65082889 9 6 1
"159" "LM7123" "B+" 4 8.148958889 3.414224444 14.89671889 0 0 0 39.69353556 14.03873275 164.473185 9 9 9 0 0 0 9 21 59.72062333 9 5 1
"160" "LM7123" "B+" 5 8.148958889 3.414224444 14.89671889 0 0 0 39.69353556 14.03873275 164.473185 9 9 9 0 0 0 9 21 59.72062333 9 5 2.428571429
"161" "LM8389" "B+" 1 9.431545556 4.178686667 14.85755111 0 0 0 39.09135333 14.23586771 175.4309875 9 9 9 0 0 0 9 16 109.7814289 8 5 1
"162" "LM8389" "B+" 2 8.04755 3.315238 13.550143 0 0 0 28.27937983 18.76724548 147.5311875 10 10 10 0 0 0 12 19 52.217139 10 4 0.9
"163" "LM8389" "B+" 3 12.23129667 4.689924872 7.157721795 11.9855459 0 0 19.6877025 20.5036455 200.425835 12 13 13 4 0 0 13 20 87.870325 10 6 1.1
"164" "LM8389" "B+" 4 7.354002222 4.494118778 15.211652 0 0 0 30.931668 21.6313105 160.2685425 9 10 10 0 0 0 10 19 77.93944182 11 5 1
"165" "LM8389" "B+" 5 8.260184 5.367122 14.537018 0 0 0 38.371118 18.79765 175.72436 10 10 10 0 0 0 10 20 56.91736727 11 5 1
"166" "LY5280" "B+" 1 6.999147143 5.078428571 18.44469857 11.74268286 8.469082857 0 22.06284179 13.16169546 172.56672 7 7 7 7 5 0 29 28 945.8207914 7 7 1
"167" "LY5280" "B+" 2 7.198505714 4.540498571 28.54027857 15.99240143 10.39319571 0 29.94525333 8.471718736 213.258255 7 7 7 7 5 0 29 28 1385.754499 7 7 1.1
"168" "LY5280" "B+" 3 8.521277778 3.60986 16.98203556 12.21074111 11.96158306 18.4585445 24.54247891 12.97660939 219.1610675 9 9 9 9 8 5 22 34 888.3626044 7 8 0.9
"169" "LY5280" "B+" 4 6.684711429 2.802012571 17.60385267 10.70885 9.820470476 6.167652857 12.93225138 12.91929229 164.37712 7 7 7 7 5 0 29 28 1002.854102 7 8 1
"170" "LY5280" "B+" 5 5.781175714 4.42642 17.04100857 9.828631429 6.812869286 5.07341 16.3873706 9.930736186 155.7415675 7 7 7 7 5 0 25 29 599.8266714 7 8 1
"171" "LV7650" "B+" 1 6.554027143 3.64007 24.31321857 16.94859762 0 0 20.94704667 5.416590714 161.1726175 7 7 6 7 0 0 14 30 402.3233588 8 6 0.9
"172" "LV7650" "B+" 2 6.105131429 4.126905714 14.13118661 9.124547917 0 0 18.56953 9.317782246 123.882655 7 8 8 6 0 0 18 23 221.5869986 7 6 1.1
"173" "LV7650" "B+" 3 5.74926 3.96266 18.56985857 11.38240429 0 0 16.28232045 6.354959545 135.6005325 7 7 7 7 2 0 22 24 142.6835975 8 6 1
"174" "LV7650" "B+" 4 5.19062 3.30456 18.08529167 14.08030667 0 0 18.92340667 7.7135186 138.2017775 6 6 6 6 0 0 18 25 385.4781367 8 6 1
"175" "LV7650" "B+" 5 6.486467143 3.588768571 21.64563143 15.78774486 0 0 18.42563175 6.196654712 147.9134275 6 6 6 6 0 0 18 25 257.6028257 7 6 1
"176" "LM7200" "B+" 1 6.230451667 3.808423333 15.30052 6.865185 7.24937 0 9.4333725 12.56875509 128.6949575 6 6 6 6 2 0 24 29 379.6362317 7 6 1
"177" "LM7200" "B+" 2 9.855208889 4.516718889 18.08294778 11.39627778 6.206073667 14.046833 21.21044143 9.793039429 192.587085 9 9 9 10 9 2 21 35 716.0421033 9 8 1.1
"178" "LM7200" "B+" 3 5.994006667 3.567966667 15.35856333 13.78285833 0 0 13.80822167 12.4725386 134.0733525 6 6 6 3 0 0 15 19 226.7833033 7 6 0.9
"179" "LM7200" "B+" 4 8.27584 5.024405 16.27756333 4.083501667 0 0 22.15113688 8.375834977 132.6392725 6 6 6 1 0 0 15 28 159.6175283 7 6 1
"180" "LM7200" "B+" 5 5.9092 3.45001 17.42131286 5.902937143 0 0 20.0394075 9.014468214 125.605755 7 7 7 4 0 0 16 21 176.1772243 7 6 1
"181" "LA7339" "B+" 1 7.68766875 5.55040625 12.57603318 0 0 0 29.30130545 16.31606011 143.74153 8 10 11 0 0 0 11 23 40.48576636 11 4 2
"182" "LA7339" "B+" 2 6.76069125 2.881259861 12.03281556 0 0 0 22.32175 20.69134333 130.7167225 8 9 8 0 0 0 9 16 73.38937875 8 6 3
"183" "LA7339" "B+" 3 7.5411425 3.40511125 10.95306181 0 0 0 32.35011263 17.31735498 141.57979 8 8 9 0 0 0 11 19 9.866692222 9 5 1
"184" "LA7339" "B+" 4 7.0871375 5.0642265 12.786919 0 0 0 34.368012 14.71116136 149.4604675 8 8 9 0 0 0 11 19 29.77113867 15 5 3
"185" "LA7339" "B+" 5 9.124607778 3.906133333 13.34367111 0 0 0 40.53362978 14.82641436 165.4310175 9 9 9 0 9 2 10 22 15.29631222 9 5 1
"186" "LP8539" "B+" 1 8.57464625 4.116805 16.69767 0 0 0 41.29100875 16.66694292 176.26692 8 8 8 0 0 0 10 24 84.6704725 8 4 1.1
"187" "LP8539" "B+" 2 7.64211 3.906535 14.89123625 0 0 0 35.6616175 12.27656575 151.147835 8 8 8 0 0 0 10 24 38.87514857 7 6 0.9
"188" "LP8539" "B+" 3 9.815578182 3.910397273 12.97726655 0 0 0 30.10403717 11.20447208 137.41009 11 11 11 0 0 0 10 24 51.63393727 11 5 1
"189" "LP8539" "B+" 4 6.587963333 4.817181667 18.30997 0 0 0 34.211346 16.6122595 162.94542 6 6 6 0 0 0 10 20 89.60114 6 5 1
"190" "LP8539" "B+" 5 7.940982222 3.342418889 14.99978667 0 0 0 40.27339667 14.80296503 164.9057625 9 9 9 0 9 2 10 22 68.12250667 9 5 1
"191" "LT9243" "B+" 1 9.76072375 5.3116425 22.41035625 13.5625975 0 0 23.98528389 11.1349115 174.5357275 8 8 8 2 0 0 18 27 262.7375483 9 6 0.9
"192" "LT9243" "B+" 2 8.71697 4.3098825 18.6064725 13.47642333 6.368336667 0 20.17442813 14.39864611 174.7189175 8 8 8 6 2 0 16 26 252.0532125 9 7 1.1
"193" "LT9243" "B+" 3 11.803011 4.733519 21.642849 15.12323767 0 0 25.35308275 12.33933579 188.5478925 10 10 10 9 0 0 17 26 221.15444 9 7 1
"194" "LT9243" "B+" 4 5.293204286 3.478692857 8.74021 0 0 0 24.80016143 12.13193286 113.530015 7 7 7 0 0 0 7 14 25.51626818 11 5 1
"195" "LT9243" "B+" 5 9.777097 4.436778 21.943343 20.704962 0 0 24.23038353 12.69465727 187.56373 10 10 10 10 0 0 16 32 191.336085 11 6 1
"196" "PS" "B+" 1 41.70762 8.923585 19.88285342 35.31627385 43.15367939 26.13532083 28.3720199 44.52680625 508.5230175 24 22 19 22 4 12 25 37 1516.50197 12 8 5
"197" "PS" "B+" 2 24.57784111 6.249439444 22.07073094 32.7253885 45.20394 0 30.179627 5.39970925 338.595035 19 17 20 10 7 0 30 48 547.5715027 11 8 9
"198" "PS" "B+" 3 35.37023667 6.102163333 16.17176267 23.70300792 27.78896305 31.13830136 30.26312156 41.89990075 495.7665125 21 21 15 17 11 10 32 26 1459.784433 12 9 5
"199" "PS" "B+" 4 48.463076 9.600810732 25.55839936 46.14959321 50.17372949 54.82044606 48.1507683 26.76234853 621.7253052 22 22 22 15 14 42 38 60 2554.372804 13 8 5
"200" "PS" "B+" 5 57.72857531 10.92905349 19.00919067 27.13023053 58.14330067 42.55297407 60.66671812 45.59177056 709.565375 32 25 19 22 15 19 35 41 3924.006921 12 9 5
