Numer	ID	Nutrient	Treatment	MxT	MxS	Plant	Replicate	Day 	Value
689	17	High	NB	High_NB	NB_PS	PS	1	14	1.6417237
690	19	High	NB	High_NB	NB_PS	PS	3	14	1.339258199
691	20	High	NB	High_NB	NB_PS	PS	4	14	1.797400701
692	21	High	NB	High_NB	NB_0049	0049	1	14	3.119901185
693	22	High	NB	High_NB	NB_0049	0049	2	14	2.594339623
694	23	High	NB	High_NB	NB_0049	0049	3	14	3.088312234
695	24	High	NB	High_NB	NB_0049	0049	4	14	2.297120789
696	25	High	NB	High_NB	NB_9250	9250	1	14	3.110693926
697	26	High	NB	High_NB	NB_9250	9250	2	14	2.746240936
698	27	High	NB	High_NB	NB_9250	9250	3	14	3.561798769
699	28	High	NB	High_NB	NB_9250	9250	4	14	3.366377662
700	36	High	Syncom	High_SynCom	SynCom_7820	7820	1	14	2.185966726
701	37	High	Syncom	High_SynCom	SynCom_7820	7820	2	14	1.923709549
702	38	High	Syncom	High_SynCom	SynCom_7820	7820	3	14	2.346230563
703	39	High	Syncom	High_SynCom	SynCom_7820	7820	4	14	2.188287726
704	40	High	Syncom	High_SynCom	SynCom_9509	9509	1	14	2.767564465
705	41	High	Syncom	High_SynCom	SynCom_9509	9509	2	14	2.266548741
706	42	High	Syncom	High_SynCom	SynCom_9509	9509	3	14	1.882693029
707	43	High	Syncom	High_SynCom	SynCom_9509	9509	4	14	2.112211743
708	44	High	Syncom	High_SynCom	SynCom_8539	8539	1	14	4.050813421
709	45	High	Syncom	High_SynCom	SynCom_8539	8539	2	14	4.686847653
710	46	High	Syncom	High_SynCom	SynCom_8539	8539	3	14	2.397518715
711	47	High	Syncom	High_SynCom	SynCom_8539	8539	4	14	4.614747021
712	48	High	Syncom	High_SynCom	SynCom_7339	7339	1	14	5.169029772
713	49	High	Syncom	High_SynCom	SynCom_7339	7339	2	14	7.209753585
714	50	High	Syncom	High_SynCom	SynCom_7339	7339	3	14	4.399994555
715	51	High	Syncom	High_SynCom	SynCom_7339	7339	4	14	8.980379797
716	52	High	Syncom	High_SynCom	SynCom_PS	PS	1	14	1.337969448
717	53	High	Syncom	High_SynCom	SynCom_PS	PS	2	14	1.349537152
718	54	High	Syncom	High_SynCom	SynCom_PS	PS	3	14	1.608692462
719	55	High	Syncom	High_SynCom	SynCom_PS	PS	4	14	1.1846992
720	56	High	Syncom	High_SynCom	SynCom_0049	0049	1	14	2.287806635
721	57	High	Syncom	High_SynCom	SynCom_0049	0049	2	14	2.585951204
722	58	High	Syncom	High_SynCom	SynCom_0049	0049	3	14	2.143739339
723	59	High	Syncom	High_SynCom	SynCom_0049	0049	4	14	2.322755896
724	60	High	Syncom	High_SynCom	SynCom_9250	9250	1	14	3.085385393
725	61	High	Syncom	High_SynCom	SynCom_9250	9250	2	14	2.939624974
726	62	High	Syncom	High_SynCom	SynCom_9250	9250	3	14	3.331908527
727	63	High	Syncom	High_SynCom	SynCom_9250	9250	4	14	3.765728931
728	106	Medium	NB	100_NB	NB_7820	7820	1	14	2.647762962
729	107	Medium	NB	100_NB	NB_7820	7820	2	14	1.782646917
730	108	Medium	NB	100_NB	NB_7820	7820	3	14	2.30804332
731	109	Medium	NB	100_NB	NB_7820	7820	4	14	2.097984336
732	110	Medium	NB	100_NB	NB_9509	9509	1	14	1.929209212
733	111	Medium	NB	100_NB	NB_9509	9509	2	14	2.510409342
734	112	Medium	NB	100_NB	NB_9509	9509	3	14	1.894525449
735	113	Medium	NB	100_NB	NB_9509	9509	4	14	2.031563905
736	114	Medium	NB	100_NB	NB_8539	8539	1	14	2.639208875
737	115	Medium	NB	100_NB	NB_8539	8539	2	14	3.720163989
738	116	Medium	NB	100_NB	NB_8539	8539	3	14	1.546549702
739	117	Medium	NB	100_NB	NB_8539	8539	4	14	4.84422286
740	118	Medium	NB	100_NB	NB_7339	7339	1	14	4.335397956
741	120	Medium	NB	100_NB	NB_7339	7339	3	14	3.600138303
742	121	Medium	NB	100_NB	NB_7339	7339	4	14	12.04666962
743	122	Medium	NB	100_NB	NB_PS	PS	1	14	1.28728004
744	123	Medium	NB	100_NB	NB_PS	PS	2	14	1.337995575
745	124	Medium	NB	100_NB	NB_PS	PS	3	14	1.152958404
746	125	Medium	NB	100_NB	NB_PS	PS	4	14	1.327106085
747	126	Medium	NB	100_NB	NB_0049	0049	1	14	3.250821666
748	127	Medium	NB	100_NB	NB_0049	0049	2	14	2.36087231
749	128	Medium	NB	100_NB	NB_0049	0049	3	14	2.804955192
750	129	Medium	NB	100_NB	NB_0049	0049	4	14	2.267864167
751	130	Medium	NB	100_NB	NB_9250	9250	1	14	2.431069319
752	131	Medium	NB	100_NB	NB_9250	9250	2	14	3.625550861
753	132	Medium	NB	100_NB	NB_9250	9250	3	14	1.029426211
754	133	Medium	NB	100_NB	NB_9250	9250	4	14	2.509638351
755	141	Medium	Syncom	100_SynCom	SynCom_7820	7820	1	14	1.710610465
756	142	Medium	Syncom	100_SynCom	SynCom_7820	7820	2	14	2.205673273
757	143	Medium	Syncom	100_SynCom	SynCom_7820	7820	3	14	3.051881596
758	144	Medium	Syncom	100_SynCom	SynCom_7820	7820	4	14	3.017855346
759	145	Medium	Syncom	100_SynCom	SynCom_9509	9509	1	14	1.819411194
760	146	Medium	Syncom	100_SynCom	SynCom_9509	9509	2	14	2.395031308
761	147	Medium	Syncom	100_SynCom	SynCom_9509	9509	3	14	1.992360101
762	148	Medium	Syncom	100_SynCom	SynCom_9509	9509	4	14	2.702508482
763	149	Medium	Syncom	100_SynCom	SynCom_8539	8539	1	14	3.668893489
764	150	Medium	Syncom	100_SynCom	SynCom_8539	8539	2	14	3.819136421
765	151	Medium	Syncom	100_SynCom	SynCom_8539	8539	3	14	2.543601503
766	152	Medium	Syncom	100_SynCom	SynCom_8539	8539	4	14	2.16594009
767	153	Medium	Syncom	100_SynCom	SynCom_7339	7339	1	14	4.986026689
768	154	Medium	Syncom	100_SynCom	SynCom_7339	7339	2	14	4.28611687
769	155	Medium	Syncom	100_SynCom	SynCom_7339	7339	3	14	5.208905883
770	156	Medium	Syncom	100_SynCom	SynCom_7339	7339	4	14	7.36297672
771	157	Medium	Syncom	100_SynCom	SynCom_PS	PS	1	14	1.615494602
772	158	Medium	Syncom	100_SynCom	SynCom_PS	PS	2	14	1.443786566
773	159	Medium	Syncom	100_SynCom	SynCom_PS	PS	3	14	0.995522315
774	160	Medium	Syncom	100_SynCom	SynCom_PS	PS	4	14	1.360461395
775	161	Medium	Syncom	100_SynCom	SynCom_0049	0049	1	14	7.221103591
776	162	Medium	Syncom	100_SynCom	SynCom_0049	0049	2	14	2.691216272
777	163	Medium	Syncom	100_SynCom	SynCom_0049	0049	3	14	2.829335215
778	164	Medium	Syncom	100_SynCom	SynCom_0049	0049	4	14	3.330385405
779	165	Medium	Syncom	100_SynCom	SynCom_9250	9250	1	14	4.137429606
780	166	Medium	Syncom	100_SynCom	SynCom_9250	9250	2	14	3.158398655
781	167	Medium	Syncom	100_SynCom	SynCom_9250	9250	3	14	3.165059216
782	168	Medium	Syncom	100_SynCom	SynCom_9250	9250	4	14	3.388275255
783	176	Low	NB	1000_NB	NB_7820	7820	1	14	1.765843864
784	177	Low	NB	1000_NB	NB_7820	7820	2	14	2.075462117
785	178	Low	NB	1000_NB	NB_7820	7820	3	14	1.821768504
786	179	Low	NB	1000_NB	NB_7820	7820	4	14	2.481454601
787	180	Low	NB	1000_NB	NB_9509	9509	1	14	2.235641497
788	181	Low	NB	1000_NB	NB_9509	9509	2	14	1.980410075
789	182	Low	NB	1000_NB	NB_9509	9509	3	14	1.824107929
790	183	Low	NB	1000_NB	NB_9509	9509	4	14	2.689094977
791	184	Low	NB	1000_NB	NB_8539	8539	1	14	2.151310631
792	185	Low	NB	1000_NB	NB_8539	8539	2	14	3.076617647
793	186	Low	NB	1000_NB	NB_8539	8539	3	14	3.26429832
794	187	Low	NB	1000_NB	NB_8539	8539	4	14	2.769730415
795	188	Low	NB	1000_NB	NB_7339	7339	1	14	2.913593096
796	189	Low	NB	1000_NB	NB_7339	7339	2	14	3.959645621
797	190	Low	NB	1000_NB	NB_7339	7339	3	14	4.353259568
798	191	Low	NB	1000_NB	NB_7339	7339	4	14	3.52239311
799	192	Low	NB	1000_NB	NB_PS	PS	1	14	0.88913412
800	193	Low	NB	1000_NB	NB_PS	PS	2	14	1.418704792
801	194	Low	NB	1000_NB	NB_PS	PS	3	14	1.300654671
802	195	Low	NB	1000_NB	NB_PS	PS	4	14	1.407385022
803	196	Low	NB	1000_NB	NB_0049	0049	1	14	2.077012581
804	197	Low	NB	1000_NB	NB_0049	0049	2	14	2.636228956
805	198	Low	NB	1000_NB	NB_0049	0049	3	14	1.381381656
806	199	Low	NB	1000_NB	NB_0049	0049	4	14	2.047368963
807	200	Low	NB	1000_NB	NB_9250	9250	1	14	3.088269167
808	201	Low	NB	1000_NB	NB_9250	9250	2	14	2.445572516
809	202	Low	NB	1000_NB	NB_9250	9250	3	14	2.282615677
810	203	Low	NB	1000_NB	NB_9250	9250	4	14	2.177643785
811	211	Low	Syncom	1000_SynCom	SynCom_7820	7820	1	14	1.401921488
812	212	Low	Syncom	1000_SynCom	SynCom_7820	7820	2	14	1.211733945
813	213	Low	Syncom	1000_SynCom	SynCom_7820	7820	3	14	1.280654345
814	214	Low	Syncom	1000_SynCom	SynCom_7820	7820	4	14	1.297529206
815	215	Low	Syncom	1000_SynCom	SynCom_9509	9509	1	14	1.169236013
816	216	Low	Syncom	1000_SynCom	SynCom_9509	9509	2	14	1.479277907
817	217	Low	Syncom	1000_SynCom	SynCom_9509	9509	3	14	1.317524296
818	218	Low	Syncom	1000_SynCom	SynCom_9509	9509	4	14	1.234248251
819	219	Low	Syncom	1000_SynCom	SynCom_8539	8539	1	14	1.406395125
820	220	Low	Syncom	1000_SynCom	SynCom_8539	8539	2	14	1.774866201
821	221	Low	Syncom	1000_SynCom	SynCom_8539	8539	3	14	1.254860604
822	222	Low	Syncom	1000_SynCom	SynCom_8539	8539	4	14	1.635121182
823	223	Low	Syncom	1000_SynCom	SynCom_7339	7339	1	14	1.937076916
824	224	Low	Syncom	1000_SynCom	SynCom_7339	7339	2	14	1.444790301
825	225	Low	Syncom	1000_SynCom	SynCom_7339	7339	3	14	1.454850335
826	226	Low	Syncom	1000_SynCom	SynCom_7339	7339	4	14	2.383099592
827	227	Low	Syncom	1000_SynCom	SynCom_PS	PS	1	14	1.269946123
828	228	Low	Syncom	1000_SynCom	SynCom_PS	PS	2	14	1.378035108
829	229	Low	Syncom	1000_SynCom	SynCom_PS	PS	3	14	1.445930737
830	230	Low	Syncom	1000_SynCom	SynCom_PS	PS	4	14	1.472797151
831	231	Low	Syncom	1000_SynCom	SynCom_0049	0049	1	14	2.220587951
832	232	Low	Syncom	1000_SynCom	SynCom_0049	0049	2	14	2.080476846
833	233	Low	Syncom	1000_SynCom	SynCom_0049	0049	3	14	1.515042205
834	234	Low	Syncom	1000_SynCom	SynCom_0049	0049	4	14	2.418920763
835	235	Low	Syncom	1000_SynCom	SynCom_9250	9250	1	14	0.929076711
836	236	Low	Syncom	1000_SynCom	SynCom_9250	9250	2	14	1.312469792
837	237	Low	Syncom	1000_SynCom	SynCom_9250	9250	3	14	1.36952251
838	238	Low	Syncom	1000_SynCom	SynCom_9250	9250	4	14	1.84079785
