"Experiment" "Time" "Plate" "nr" "Sample" "Microbe" "Compound" "Compound2" "Value" "Relative"
"5884" 1 "T0" "P11" 11 "X87" "P140C.1" "C4" "Compound" 0.411 1
"5885" 1 "T0" "P12" 12 "X87" "P160" "C4" "Compound" 0.414 1
"5886" 1 "T0" "P13" 13 "X87" "A69B" "C4" "Compound" 0.398 1
"5887" 1 "T0" "P14" 14 "X87" "A112B" "C4" "Compound" 0.461 1
"5888" 1 "T0" "P15" 15 "X87" "A245" "C4" "Compound" 0.214 1
"5889" 1 "T0" "P16" 16 "X87" "A349" "C4" "Compound" 0.342 1
"5890" 1 "T0" "P17" 17 "X87" "A157A.2" "C4" "Compound" 0.656 1
"5891" 1 "T0" "P18" 18 "X87" "A180A" "C4" "Compound" 0.234 1
"5892" 1 "T0" "P19" 19 "X87" "P57" "C4" "Compound" 0.248 1
"5893" 1 "T0" "P21" 21 "X87" "P77" "C4" "Compound" 0.404 1
"5894" 1 "T0" "P22" 22 "X87" "P98A" "C4" "Compound" 0.45 1
"5895" 1 "T0" "P23" 23 "X87" "P127" "C4" "Compound" 0.397 1
"5896" 1 "T0" "P24" 24 "X87" "P140C.1" "C4" "Compound" 0.371 1
"5897" 1 "T0" "P25" 25 "X87" "P160" "C4" "Compound" 0.417 1
"5898" 1 "T0" "P26" 26 "X87" "A69B" "C4" "Compound" 0.417 1
"5899" 1 "T0" "P26" 26 "X87" "A112B" "C4" "Compound" 0.365 1
"5900" 1 "T0" "P27" 27 "X87" "A245" "C4" "Compound" 0.485 1
"5901" 1 "T0" "P28" 28 "X87" "A349" "C4" "Compound" 0.22 1
"5902" 1 "T0" "P29" 29 "X87" "A157A.2" "C4" "Compound" 0.352 1
"5903" 1 "T0" "P30" 30 "X87" "A180A" "C4" "Compound" 0.487 1
"5904" 1 "T0" "P31" 31 "X87" "P57" "C4" "Compound" 0.275 1
"5905" 1 "T0" "P32" 32 "X87" "P77" "C4" "Compound" 0.358 1
"5906" 1 "T0" "P33" 33 "X87" "P98A" "C4" "Compound" 0.378 1
"5907" 1 "T0" "P34" 34 "X87" "P127" "C4" "Compound" 0.42 1
"5908" 1 "T0" "P35" 35 "X87" "P140C.1" "C4" "Compound" 0.665 1
"5909" 1 "T0" "P36" 36 "X87" "P160" "C4" "Compound" 0.336 1
"5910" 1 "T0" "P1" 1 "X88" "A88" "C4" "Compound" 0.499 1
"5911" 1 "T0" "P2" 2 "X88" "A115" "C4" "Compound" 0.464 1
"5912" 1 "T0" "P3" 3 "X88" "A270" "C4" "Compound" 0.601 1
"5913" 1 "T0" "P4" 4 "X88" "P183A" "C4" "Compound" 0.349 1
"5914" 1 "T0" "P5" 5 "X88" "A157B" "C4" "Compound" 0.362 1
"5915" 1 "T0" "P6" 6 "X88" "Control_Neg" "C4" "Compound" 0.237 1
"5916" 1 "T0" "P7" 7 "X88" "P58" "C4" "Compound" 0.23 1
"5917" 1 "T0" "P8" 8 "X88" "P78" "C4" "Compound" 0.256 1
"5918" 1 "T0" "P9" 9 "X88" "P98B" "C4" "Compound" 0.332 1
"5919" 1 "T0" "P10" 10 "X88" "P128A.111" "C4" "Compound" 0.356 1
"5920" 1 "T0" "P11" 11 "X88" "P140C.2" "C4" "Compound" 0.405 1
"5921" 1 "T0" "P12" 12 "X88" "P162" "C4" "Compound" 0.426 1
"5922" 1 "T0" "P13" 13 "X88" "A88" "C4" "Compound" 0.455 1
"5923" 1 "T0" "P14" 14 "X88" "A115" "C4" "Compound" 0.446 1
"5924" 1 "T0" "P15" 15 "X88" "A270" "C4" "Compound" 0.207 1
"5925" 1 "T0" "P16" 16 "X88" "P183A" "C4" "Compound" 0.343 1
"5926" 1 "T0" "P17" 17 "X88" "A157B" "C4" "Compound" 0.314 1
"5927" 1 "T0" "P18" 18 "X88" "Control_Neg" "C4" "Compound" 0.243 1
"5928" 1 "T0" "P19" 19 "X88" "P58" "C4" "Compound" 0.245 1
"5929" 1 "T0" "P21" 21 "X88" "P78" "C4" "Compound" 0.446 1
"5930" 1 "T0" "P22" 22 "X88" "P98B" "C4" "Compound" 0.445 1
"5931" 1 "T0" "P23" 23 "X88" "P128A.111" "C4" "Compound" 0.467 1
"5932" 1 "T0" "P24" 24 "X88" "P140C.2" "C4" "Compound" 0.307 1
"5933" 1 "T0" "P25" 25 "X88" "P162" "C4" "Compound" 0.432 1
"5934" 1 "T0" "P26" 26 "X88" "A88" "C4" "Compound" 0.432 1
"5935" 1 "T0" "P26" 26 "X88" "A115" "C4" "Compound" 0.314 1
"5936" 1 "T0" "P27" 27 "X88" "A270" "C4" "Compound" 0.473 1
"5937" 1 "T0" "P28" 28 "X88" "P183A" "C4" "Compound" 0.204 1
"5938" 1 "T0" "P29" 29 "X88" "A157B" "C4" "Compound" 0.371 1
"5939" 1 "T0" "P30" 30 "X88" "Control_Neg" "C4" "Compound" 0.312 1
"5940" 1 "T0" "P31" 31 "X88" "P58" "C4" "Compound" 0.239 1
"5941" 1 "T0" "P32" 32 "X88" "P78" "C4" "Compound" 0.313 1
"5942" 1 "T0" "P33" 33 "X88" "P98B" "C4" "Compound" 0.362 1
"5943" 1 "T0" "P34" 34 "X88" "P128A.111" "C4" "Compound" 0.408 1
"5944" 1 "T0" "P35" 35 "X88" "P140C.2" "C4" "Compound" 0.502 1
"5945" 1 "T0" "P36" 36 "X88" "P162" "C4" "Compound" 0.339 1
"5946" 1 "T0" "P1" 1 "X1" "A3" "Control" "Control" 0.398 1
"5947" 1 "T0" "P2" 2 "X1" "A91" "Control" "Control" 0.544 1
"5948" 1 "T0" "P3" 3 "X1" "A118" "Control" "Control" 0.418 1
"5949" 1 "T0" "P4" 4 "X1" "A289" "Control" "Control" 0.317 1
"5950" 1 "T0" "P5" 5 "X1" "P183B" "Control" "Control" 0.427 1
"5951" 1 "T0" "P6" 6 "X1" "A159" "Control" "Control" 2.649 1
"5952" 1 "T0" "P7" 7 "X1" "A182" "Control" "Control" 0.333 1
"5953" 1 "T0" "P8" 8 "X1" "P59" "Control" "Control" 0.386 1
"5954" 1 "T0" "P9" 9 "X1" "P81" "Control" "Control" 0.361 1
"5955" 1 "T0" "P10" 10 "X1" "P145A" "Control" "Control" 0.398 1
"5956" 1 "T0" "P11" 11 "X1" "P128A.112" "Control" "Control" 0.411 1
"5957" 1 "T0" "P12" 12 "X1" "P141" "Control" "Control" 0.325 1
"5958" 1 "T0" "P13" 13 "X1" "A3" "Control" "Control" 0.359 1
"5959" 1 "T0" "P14" 14 "X1" "A91" "Control" "Control" 0.484 1
"5960" 1 "T0" "P15" 15 "X1" "A118" "Control" "Control" 0.345 1
"5961" 1 "T0" "P16" 16 "X1" "A289" "Control" "Control" 0.286 1
"5962" 1 "T0" "P17" 17 "X1" "P183B" "Control" "Control" 0.371 1
"5963" 1 "T0" "P18" 18 "X1" "A159" "Control" "Control" 1.078 1
"5964" 1 "T0" "P19" 19 "X1" "A182" "Control" "Control" 0.369 1
"5965" 1 "T0" "P21" 21 "X1" "P59" "Control" "Control" 0.52 1
"5966" 1 "T0" "P22" 22 "X1" "P81" "Control" "Control" 0.454 1
"5967" 1 "T0" "P23" 23 "X1" "P145A" "Control" "Control" 0.575 1
"5968" 1 "T0" "P24" 24 "X1" "P128A.112" "Control" "Control" 1.406 1
"5969" 1 "T0" "P25" 25 "X1" "P141" "Control" "Control" 0.386 1
"5970" 1 "T0" "P26" 26 "X1" "A3" "Control" "Control" 0.386 1
"5971" 1 "T0" "P26" 26 "X1" "A91" "Control" "Control" 0.385 1
"5972" 1 "T0" "P27" 27 "X1" "A118" "Control" "Control" 0.392 1
"5973" 1 "T0" "P28" 28 "X1" "A289" "Control" "Control" 0.378 1
"5974" 1 "T0" "P29" 29 "X1" "P183B" "Control" "Control" 0.302 1
"5975" 1 "T0" "P30" 30 "X1" "A159" "Control" "Control" 0.309 1
"5976" 1 "T0" "P31" 31 "X1" "A182" "Control" "Control" 0.368 1
"5977" 1 "T0" "P32" 32 "X1" "P59" "Control" "Control" 0.354 1
"5978" 1 "T0" "P33" 33 "X1" "P81" "Control" "Control" 0.444 1
"5979" 1 "T0" "P34" 34 "X1" "P145A" "Control" "Control" 0.416 1
"5980" 1 "T0" "P35" 35 "X1" "P128A.112" "Control" "Control" 0.353 1
"5981" 1 "T0" "P36" 36 "X1" "P141" "Control" "Control" 0.251 1
"5982" 1 "T0" "P1" 1 "X2" "A12" "Control" "Control" 0.367 1
"5983" 1 "T0" "P2" 2 "X2" "A92A.21" "Control" "Control" 0.489 1
"5984" 1 "T0" "P3" 3 "X2" "A119B" "Control" "Control" 0.412 1
"5985" 1 "T0" "P4" 4 "X2" "A321" "Control" "Control" 0.286 1
"5986" 1 "T0" "P5" 5 "X2" "P192" "Control" "Control" 0.455 1
"5987" 1 "T0" "P6" 6 "X2" "A160" "Control" "Control" 1.936 1
"5988" 1 "T0" "P7" 7 "X2" "A186" "Control" "Control" 0.42 1
"5989" 1 "T0" "P8" 8 "X2" "P60" "Control" "Control" 0.374 1
"5990" 1 "T0" "P9" 9 "X2" "P87" "Control" "Control" 0.398 1
"5991" 1 "T0" "P10" 10 "X2" "P111" "Control" "Control" 0.406 1
"5992" 1 "T0" "P11" 11 "X2" "P128A.12" "Control" "Control" 0.395 1
"5993" 1 "T0" "P12" 12 "X2" "P142" "Control" "Control" 0.346 1
"5994" 1 "T0" "P13" 13 "X2" "A12" "Control" "Control" 0.354 1
"5995" 1 "T0" "P14" 14 "X2" "A92A.21" "Control" "Control" 0.639 1
"5996" 1 "T0" "P15" 15 "X2" "A119B" "Control" "Control" 0.34 1
"5997" 1 "T0" "P16" 16 "X2" "A321" "Control" "Control" 0.292 1
"5998" 1 "T0" "P17" 17 "X2" "P192" "Control" "Control" 0.379 1
"5999" 1 "T0" "P18" 18 "X2" "A160" "Control" "Control" 0.395 1
"6000" 1 "T0" "P19" 19 "X2" "A186" "Control" "Control" 1.449 1
"6001" 1 "T0" "P21" 21 "X2" "P60" "Control" "Control" 0.48 1
"6002" 1 "T0" "P22" 22 "X2" "P87" "Control" "Control" 0.527 1
"6003" 1 "T0" "P23" 23 "X2" "P111" "Control" "Control" 0.367 1
"6004" 1 "T0" "P24" 24 "X2" "P128A.12" "Control" "Control" 0.242 1
"6005" 1 "T0" "P25" 25 "X2" "P142" "Control" "Control" 0.279 1
"6006" 1 "T0" "P26" 26 "X2" "A12" "Control" "Control" 0.279 1
"6007" 1 "T0" "P26" 26 "X2" "A92A.21" "Control" "Control" 0.382 1
"6008" 1 "T0" "P27" 27 "X2" "A119B" "Control" "Control" 0.459 1
"6009" 1 "T0" "P28" 28 "X2" "A321" "Control" "Control" 0.332 1
"6010" 1 "T0" "P29" 29 "X2" "P192" "Control" "Control" 0.284 1
"6011" 1 "T0" "P30" 30 "X2" "A160" "Control" "Control" 0.318 1
"6012" 1 "T0" "P31" 31 "X2" "A186" "Control" "Control" 0.383 1
"6013" 1 "T0" "P32" 32 "X2" "P60" "Control" "Control" 0.493 1
"6014" 1 "T0" "P33" 33 "X2" "P87" "Control" "Control" 0.439 1
"6015" 1 "T0" "P34" 34 "X2" "P111" "Control" "Control" 0.428 1
"6016" 1 "T0" "P35" 35 "X2" "P128A.12" "Control" "Control" 0.343 1
"6017" 1 "T0" "P36" 36 "X2" "P142" "Control" "Control" 0.246 1
"6018" 1 "T6" "P6" 6 "X2" "A160" "Control" "Control" 1.936 1
"6019" 1 "T0" "P1" 1 "X3" "A17A" "Control" "Control" 0.394 1
"6020" 1 "T0" "P2" 2 "X3" "A92A.231" "Control" "Control" 1.429 1
"6021" 1 "T0" "P3" 3 "X3" "A120" "Control" "Control" 0.387 1
"6022" 1 "T0" "P4" 4 "X3" "A334" "Control" "Control" 0.268 1
"6023" 1 "T0" "P5" 5 "X3" "P224" "Control" "Control" 0.469 1
"6024" 1 "T0" "P6" 6 "X3" "A161" "Control" "Control" 0.887 1
"6025" 1 "T0" "P7" 7 "X3" "A187" "Control" "Control" 0.383 1
"6026" 1 "T0" "P8" 8 "X3" "P61" "Control" "Control" 0.367 1
"6027" 1 "T0" "P9" 9 "X3" "P88" "Control" "Control" 0.406 1
"6028" 1 "T0" "P10" 10 "X3" "P110" "Control" "Control" 0.389 1
"6029" 1 "T0" "P11" 11 "X3" "P128A.22" "Control" "Control" 0.382 1
"6030" 1 "T0" "P12" 12 "X3" "P143" "Control" "Control" 0.36 1
"6031" 1 "T0" "P13" 13 "X3" "A17A" "Control" "Control" 0.386 1
"6032" 1 "T0" "P14" 14 "X3" "A92A.231" "Control" "Control" 0.56 1
"6033" 1 "T0" "P15" 15 "X3" "A120" "Control" "Control" 0.33 1
"6034" 1 "T0" "P16" 16 "X3" "A334" "Control" "Control" 0.266 1
"6035" 1 "T0" "P17" 17 "X3" "P224" "Control" "Control" 0.341 1
"6036" 1 "T0" "P18" 18 "X3" "A161" "Control" "Control" 0.334 1
"6037" 1 "T0" "P19" 19 "X3" "A187" "Control" "Control" 0.461 1
"6038" 1 "T0" "P21" 21 "X3" "P61" "Control" "Control" 0.42 1
"6039" 1 "T0" "P22" 22 "X3" "P88" "Control" "Control" 0.479 1
"6040" 1 "T0" "P23" 23 "X3" "P110" "Control" "Control" 0.371 1
"6041" 1 "T0" "P24" 24 "X3" "P128A.22" "Control" "Control" 0.238 1
"6042" 1 "T0" "P25" 25 "X3" "P143" "Control" "Control" 0.352 1
"6043" 1 "T0" "P26" 26 "X3" "A17A" "Control" "Control" 0.352 1
"6044" 1 "T0" "P26" 26 "X3" "A92A.231" "Control" "Control" 0.602 1
"6045" 1 "T0" "P27" 27 "X3" "A120" "Control" "Control" 0.533 1
"6046" 1 "T0" "P28" 28 "X3" "A334" "Control" "Control" 0.329 1
"6047" 1 "T0" "P29" 29 "X3" "P224" "Control" "Control" 0.274 1
"6048" 1 "T0" "P30" 30 "X3" "A161" "Control" "Control" 0.317 1
"6049" 1 "T0" "P31" 31 "X3" "A187" "Control" "Control" 0.437 1
"6050" 1 "T0" "P32" 32 "X3" "P61" "Control" "Control" 0.398 1
"6051" 1 "T0" "P33" 33 "X3" "P88" "Control" "Control" 0.433 1
"6052" 1 "T0" "P34" 34 "X3" "P110" "Control" "Control" 0.446 1
"6053" 1 "T0" "P35" 35 "X3" "P128A.22" "Control" "Control" 0.355 1
"6054" 1 "T0" "P36" 36 "X3" "P143" "Control" "Control" 0.255 1
"6055" 1 "T0" "P1" 1 "X4" "A17B" "Control" "Control" 0.389 1
"6056" 1 "T0" "P2" 2 "X4" "A92A.22" "Control" "Control" 0.909 1
"6057" 1 "T0" "P3" 3 "X4" "A121" "Control" "Control" 0.399 1
"6058" 1 "T0" "P4" 4 "X4" "A335" "Control" "Control" 0.282 1
"6059" 1 "T0" "P5" 5 "X4" "P234" "Control" "Control" 0.387 1
"6060" 1 "T0" "P6" 6 "X4" "A168" "Control" "Control" 0.448 1
"6061" 1 "T0" "P7" 7 "X4" "P101" "Control" "Control" 0.322 1
"6062" 1 "T0" "P8" 8 "X4" "P63" "Control" "Control" 0.378 1
"6063" 1 "T0" "P9" 9 "X4" "P89" "Control" "Control" 0.35 1
"6064" 1 "T0" "P10" 10 "X4" "P112" "Control" "Control" 0.391 1
"6065" 1 "T0" "P11" 11 "X4" "P128B" "Control" "Control" 0.388 1
"6066" 1 "T0" "P12" 12 "X4" "P144" "Control" "Control" 0.33 1
"6067" 1 "T0" "P13" 13 "X4" "A17B" "Control" "Control" 0.36 1
"6068" 1 "T0" "P14" 14 "X4" "A92A.22" "Control" "Control" 0.672 1
"6069" 1 "T0" "P15" 15 "X4" "A121" "Control" "Control" 0.341 1
"6070" 1 "T0" "P16" 16 "X4" "A335" "Control" "Control" 0.286 1
"6071" 1 "T0" "P17" 17 "X4" "P234" "Control" "Control" 0.324 1
"6072" 1 "T0" "P18" 18 "X4" "A168" "Control" "Control" 0.331 1
"6073" 1 "T0" "P19" 19 "X4" "P101" "Control" "Control" 0.43 1
"6074" 1 "T0" "P21" 21 "X4" "P63" "Control" "Control" 0.484 1
"6075" 1 "T0" "P22" 22 "X4" "P89" "Control" "Control" 0.42 1
"6076" 1 "T0" "P23" 23 "X4" "P112" "Control" "Control" 0.347 1
"6077" 1 "T0" "P24" 24 "X4" "P128B" "Control" "Control" 0.234 1
"6078" 1 "T0" "P25" 25 "X4" "P144" "Control" "Control" 0.369 1
"6079" 1 "T0" "P26" 26 "X4" "A17B" "Control" "Control" 0.369 1
"6080" 1 "T0" "P26" 26 "X4" "A92A.22" "Control" "Control" 0.368 1
"6081" 1 "T0" "P27" 27 "X4" "A121" "Control" "Control" 0.496 1
"6082" 1 "T0" "P28" 28 "X4" "A335" "Control" "Control" 0.334 1
"6083" 1 "T0" "P29" 29 "X4" "P234" "Control" "Control" 0.281 1
"6084" 1 "T0" "P30" 30 "X4" "A168" "Control" "Control" 0.323 1
"6085" 1 "T0" "P31" 31 "X4" "P101" "Control" "Control" 0.39 1
"6086" 1 "T0" "P32" 32 "X4" "P63" "Control" "Control" 0.37 1
"6087" 1 "T0" "P33" 33 "X4" "P89" "Control" "Control" 0.44 1
"6088" 1 "T0" "P34" 34 "X4" "P112" "Control" "Control" 0.442 1
"6089" 1 "T0" "P35" 35 "X4" "P128B" "Control" "Control" 0.362 1
"6090" 1 "T0" "P36" 36 "X4" "P144" "Control" "Control" 0.268 1
"6091" 1 "T0" "P1" 1 "X5" "A23" "Control" "Control" 0.336 1
"6092" 1 "T0" "P2" 2 "X5" "A92B" "Control" "Control" 0.426 1
"6093" 1 "T0" "P3" 3 "X5" "A122" "Control" "Control" 0.385 1
"6094" 1 "T0" "P4" 4 "X5" "A336" "Control" "Control" 0.263 1
"6095" 1 "T0" "P5" 5 "X5" "P266" "Control" "Control" 0.37 1
"6096" 1 "T0" "P6" 6 "X5" "A169A" "Control" "Control" 0.292 1
"6097" 1 "T0" "P7" 7 "X5" "P103" "Control" "Control" 0.518 1
"6098" 1 "T0" "P8" 8 "X5" "P65" "Control" "Control" 0.403 1
"6099" 1 "T0" "P9" 9 "X5" "P9" "Control" "Control" 0.358 1
"6100" 1 "T0" "P10" 10 "X5" "P113" "Control" "Control" 0.388 1
"6101" 1 "T0" "P11" 11 "X5" "P129" "Control" "Control" 0.425 1
"6102" 1 "T0" "P12" 12 "X5" "P145B" "Control" "Control" 0.335 1
"6103" 1 "T0" "P13" 13 "X5" "A23" "Control" "Control" 0.358 1
"6104" 1 "T0" "P14" 14 "X5" "A92B" "Control" "Control" 0.558 1
"6105" 1 "T0" "P15" 15 "X5" "A122" "Control" "Control" 0.332 1
"6106" 1 "T0" "P16" 16 "X5" "A336" "Control" "Control" 0.281 1
"6107" 1 "T0" "P17" 17 "X5" "P266" "Control" "Control" 0.323 1
"6108" 1 "T0" "P18" 18 "X5" "A169A" "Control" "Control" 0.35 1
"6109" 1 "T0" "P19" 19 "X5" "P103" "Control" "Control" 0.398 1
"6110" 1 "T0" "P21" 21 "X5" "P65" "Control" "Control" 0.449 1
"6111" 1 "T0" "P22" 22 "X5" "P9" "Control" "Control" 0.44 1
"6112" 1 "T0" "P23" 23 "X5" "P113" "Control" "Control" 0.342 1
"6113" 1 "T0" "P24" 24 "X5" "P129" "Control" "Control" 0.243 1
"6114" 1 "T0" "P25" 25 "X5" "P145B" "Control" "Control" 0.355 1
"6115" 1 "T0" "P26" 26 "X5" "A23" "Control" "Control" 0.355 1
"6116" 1 "T0" "P26" 26 "X5" "A92B" "Control" "Control" 0.393 1
"6117" 1 "T0" "P27" 27 "X5" "A122" "Control" "Control" 0.481 1
"6118" 1 "T0" "P28" 28 "X5" "A336" "Control" "Control" 0.359 1
"6119" 1 "T0" "P29" 29 "X5" "P266" "Control" "Control" 0.268 1
"6120" 1 "T0" "P30" 30 "X5" "A169A" "Control" "Control" 0.313 1
"6121" 1 "T0" "P31" 31 "X5" "P103" "Control" "Control" 0.382 1
"6122" 1 "T0" "P32" 32 "X5" "P65" "Control" "Control" 0.504 1
"6123" 1 "T0" "P33" 33 "X5" "P9" "Control" "Control" 0.396 1
"6124" 1 "T0" "P34" 34 "X5" "P113" "Control" "Control" 0.418 1
"6125" 1 "T0" "P35" 35 "X5" "P129" "Control" "Control" 0.358 1
"6126" 1 "T0" "P36" 36 "X5" "P145B" "Control" "Control" 0.252 1
"6127" 1 "T0" "P1" 1 "X6" "A28" "Control" "Control" 0.102 1
"6128" 1 "T0" "P2" 2 "X6" "A94A" "Control" "Control" 0.104 1
"6129" 1 "T0" "P3" 3 "X6" "A125" "Control" "Control" 0.102 1
"6130" 1 "T0" "P4" 4 "X6" "A340A" "Control" "Control" 0.112 1
"6131" 1 "T0" "P5" 5 "X6" "P270" "Control" "Control" 0.114 1
"6132" 1 "T0" "P6" 6 "X6" "A169B" "Control" "Control" 0.111 1
"6133" 1 "T0" "P7" 7 "X6" "P104" "Control" "Control" 0.107 1
"6134" 1 "T0" "P8" 8 "X6" "P66" "Control" "Control" 0.104 1
"6135" 1 "T0" "P9" 9 "X6" "P91A" "Control" "Control" 0.112 1
"6136" 1 "T0" "P10" 10 "X6" "P114" "Control" "Control" 0.109 1
"6137" 1 "T0" "P11" 11 "X6" "P131" "Control" "Control" 0.104 1
"6138" 1 "T0" "P12" 12 "X6" "P146" "Control" "Control" 0.107 1
"6139" 1 "T0" "P13" 13 "X6" "A28" "Control" "Control" 0.107 1
"6140" 1 "T0" "P14" 14 "X6" "A94A" "Control" "Control" 0.108 1
"6141" 1 "T0" "P15" 15 "X6" "A125" "Control" "Control" 0.106 1
"6142" 1 "T0" "P16" 16 "X6" "A340A" "Control" "Control" 0.108 1
"6143" 1 "T0" "P17" 17 "X6" "P270" "Control" "Control" 0.105 1
"6144" 1 "T0" "P18" 18 "X6" "A169B" "Control" "Control" 0.105 1
"6145" 1 "T0" "P19" 19 "X6" "P104" "Control" "Control" 0.099 1
"6146" 1 "T0" "P21" 21 "X6" "P66" "Control" "Control" 0.104 1
"6147" 1 "T0" "P22" 22 "X6" "P91A" "Control" "Control" 0.102 1
"6148" 1 "T0" "P23" 23 "X6" "P114" "Control" "Control" 0.107 1
"6149" 1 "T0" "P24" 24 "X6" "P131" "Control" "Control" 0.104 1
"6150" 1 "T0" "P25" 25 "X6" "P146" "Control" "Control" 0.109 1
"6151" 1 "T0" "P26" 26 "X6" "A28" "Control" "Control" 0.109 1
"6152" 1 "T0" "P26" 26 "X6" "A94A" "Control" "Control" 0.106 1
"6153" 1 "T0" "P27" 27 "X6" "A125" "Control" "Control" 0.105 1
"6154" 1 "T0" "P28" 28 "X6" "A340A" "Control" "Control" 0.102 1
"6155" 1 "T0" "P29" 29 "X6" "P270" "Control" "Control" 0.102 1
"6156" 1 "T0" "P30" 30 "X6" "A169B" "Control" "Control" 0.102 1
"6157" 1 "T0" "P31" 31 "X6" "P104" "Control" "Control" 0.104 1
"6158" 1 "T0" "P32" 32 "X6" "P66" "Control" "Control" 0.104 1
"6159" 1 "T0" "P33" 33 "X6" "P91A" "Control" "Control" 0.104 1
"6160" 1 "T0" "P34" 34 "X6" "P114" "Control" "Control" 0.103 1
"6161" 1 "T0" "P35" 35 "X6" "P131" "Control" "Control" 0.102 1
"6162" 1 "T0" "P36" 36 "X6" "P146" "Control" "Control" 0.338 1
"6163" 1 "T2" "P14" 14 "X6" "A94A" "Control" "Control" 0.108 1
"6164" 1 "T2" "P28" 28 "X6" "A340A" "Control" "Control" 0.102 1
"6165" 1 "T2" "P34" 34 "X6" "P114" "Control" "Control" 0.103 1
"6166" 1 "T3" "P1" 1 "X6" "A28" "Control" "Control" 0.102 1
"6167" 1 "T3" "P17" 17 "X6" "P270" "Control" "Control" 0.105 1
"6168" 1 "T3" "P21" 21 "X6" "P91A" "Control" "Control" 0.102 1
"6169" 1 "T3" "P28" 28 "X6" "A340A" "Control" "Control" 0.102 1
"6170" 1 "T3" "P34" 34 "X6" "P114" "Control" "Control" 0.103 1
"6171" 1 "T4" "P2" 2 "X6" "A94A" "Control" "Control" 0.104 1
"6172" 1 "T5" "P1" 1 "X6" "A28" "Control" "Control" 0.102 1
"6173" 1 "T5" "P14" 14 "X6" "A125" "Control" "Control" 0.106 1
"6174" 1 "T5" "P17" 17 "X6" "A169B" "Control" "Control" 0.105 1
"6175" 1 "T5" "P34" 34 "X6" "P114" "Control" "Control" 0.103 1
"6176" 1 "T6" "P13" 13 "X6" "A28" "Control" "Control" 0.107 1
"6177" 1 "T6" "P21" 21 "X6" "P91A" "Control" "Control" 0.102 1
"6178" 1 "T6" "P28" 28 "X6" "A340A" "Control" "Control" 0.102 1
"6179" 1 "T0" "P1" 1 "X7" "A34" "Control" "Control" 0.245 1
"6180" 1 "T0" "P2" 2 "X7" "A99A" "Control" "Control" 2.036 1
"6181" 1 "T0" "P3" 3 "X7" "A138A" "Control" "Control" 0.268 1
"6182" 1 "T0" "P4" 4 "X7" "A340B" "Control" "Control" 0.822 1
"6183" 1 "T0" "P5" 5 "X7" "P271" "Control" "Control" 0.608 1
"6184" 1 "T0" "P6" 6 "X7" "A170A" "Control" "Control" 0.261 1
"6185" 1 "T0" "P7" 7 "X7" "P106" "Control" "Control" 0.248 1
"6186" 1 "T0" "P8" 8 "X7" "P67" "Control" "Control" 0.404 1
"6187" 1 "T0" "P9" 9 "X7" "P91B" "Control" "Control" 0.375 1
"6188" 1 "T0" "P10" 10 "X7" "P115" "Control" "Control" 0.347 1
"6189" 1 "T0" "P11" 11 "X7" "P132" "Control" "Control" 0.336 1
"6190" 1 "T0" "P12" 12 "X7" "P147" "Control" "Control" 0.422 1
"6191" 1 "T0" "P13" 13 "X7" "A34" "Control" "Control" 2.297 1
"6192" 1 "T0" "P14" 14 "X7" "A99A" "Control" "Control" 0.635 1
"6193" 1 "T0" "P15" 15 "X7" "A138A" "Control" "Control" 0.326 1
"6194" 1 "T0" "P16" 16 "X7" "A340B" "Control" "Control" 0.308 1
"6195" 1 "T0" "P17" 17 "X7" "P271" "Control" "Control" 0.508 1
"6196" 1 "T0" "P18" 18 "X7" "A170A" "Control" "Control" 0.232 1
"6197" 1 "T0" "P19" 19 "X7" "P106" "Control" "Control" 0.507 1
"6198" 1 "T0" "P21" 21 "X7" "P67" "Control" "Control" 0.54 1
"6199" 1 "T0" "P22" 22 "X7" "P91B" "Control" "Control" 1.981 1
"6200" 1 "T0" "P23" 23 "X7" "P115" "Control" "Control" 1.888 1
"6201" 1 "T0" "P24" 24 "X7" "P132" "Control" "Control" 0.269 1
"6202" 1 "T0" "P25" 25 "X7" "P147" "Control" "Control" 0.784 1
"6203" 1 "T0" "P26" 26 "X7" "A34" "Control" "Control" 0.784 1
"6204" 1 "T0" "P26" 26 "X7" "A99A" "Control" "Control" 0.607 1
"6205" 1 "T0" "P27" 27 "X7" "A138A" "Control" "Control" 0.957 1
"6206" 1 "T0" "P28" 28 "X7" "A340B" "Control" "Control" 0.291 1
"6207" 1 "T0" "P29" 29 "X7" "P271" "Control" "Control" 0.78 1
"6208" 1 "T0" "P30" 30 "X7" "A170A" "Control" "Control" 0.493 1
"6209" 1 "T0" "P31" 31 "X7" "P106" "Control" "Control" 0.414 1
"6210" 1 "T0" "P32" 32 "X7" "P67" "Control" "Control" 0.29 1
"6211" 1 "T0" "P33" 33 "X7" "P91B" "Control" "Control" 0.42 1
"6212" 1 "T0" "P34" 34 "X7" "P115" "Control" "Control" 0.301 1
"6213" 1 "T0" "P35" 35 "X7" "P132" "Control" "Control" 0.421 1
"6214" 1 "T0" "P36" 36 "X7" "P147" "Control" "Control" 0.751 1
"6215" 1 "T0" "P1" 1 "X8" "A35" "Control" "Control" 0.359 1
"6216" 1 "T0" "P2" 2 "X8" "A100" "Control" "Control" 0.302 1
"6217" 1 "T0" "P3" 3 "X8" "A138B" "Control" "Control" 0.328 1
