"Species" "Metabolite" "log2foldchange" "p.value" "SignPval" "p.ajust" "SignPajus"
"83" "LA7339" "X83" -0.0159548135399064 0.169354126749307 "NoSignificant" 0.476224769427642 "NoSignificant"
"84" "LA7339" "X84" -0.0119056746916439 0.224282148114563 "NoSignificant" 0.50472532143519 "NoSignificant"
"85" "LA7339" "X85" -0.0557254499713804 0.162233843501979 "NoSignificant" 0.47326182482573 "NoSignificant"
"86" "LA7339" "X86" -0.0608192424204921 0.134828833747776 "NoSignificant" 0.470573454842811 "NoSignificant"
"87" "LA7339" "X87" -0.0681394810900215 0.111966151622351 "NoSignificant" 0.470573454842811 "NoSignificant"
"88" "LA7339" "X88" -0.0871406530809846 0.0217620831198613 "q < 0.05" 0.470573454842811 "NoSignificant"
"89" "LA7339" "X89" -0.0185985105815591 0.0729252395796329 "NoSignificant" 0.470573454842811 "NoSignificant"
"90" "LA7339" "X90" 0.0434511606578529 0.287936070448276 "NoSignificant" 0.538150928201963 "NoSignificant"
"91" "LA7339" "X91" -0.079002918252868 0.0213211278595424 "q < 0.05" 0.470573454842811 "NoSignificant"
"92" "LA7339" "X92" -0.127861803297611 0.130056717264992 "NoSignificant" 0.470573454842811 "NoSignificant"
"93" "LA7339" "X93" -0.15801498047561 0.144889513941042 "NoSignificant" 0.470663787622665 "NoSignificant"
"94" "LA7339" "X94" 0.0101936166855321 0.241772303226056 "NoSignificant" 0.513027192583775 "NoSignificant"
"95" "LA7339" "X95" 0.0533969667459409 0.240028642794514 "NoSignificant" 0.512069411593408 "NoSignificant"
"96" "LA7339" "X96" -0.154392003008341 0.164274847685989 "NoSignificant" 0.473988902914944 "NoSignificant"
"97" "LA7339" "X97" 0.0711645015773295 0.174300564678114 "NoSignificant" 0.478237644681475 "NoSignificant"
"98" "LA7339" "X98" -0.0960967435556617 0.13518375902669 "NoSignificant" 0.470573454842811 "NoSignificant"
"99" "LA7339" "X99" -0.100913158997557 0.0587018321848009 "NoSignificant" 0.470573454842811 "NoSignificant"
"100" "LA7339" "X100" -0.0318833949032449 0.466225890115477 "NoSignificant" 0.655379868044247 "NoSignificant"
"101" "LA7339" "X101" -0.00705972952548395 0.227318637705878 "NoSignificant" 0.50621344413826 "NoSignificant"
"102" "LA7339" "X102" -0.0620083865001329 0.39423461951939 "NoSignificant" 0.60577514706638 "NoSignificant"
"103" "LA7339" "X103" -0.0620083865001329 0.39423461951939 "NoSignificant" 0.60577514706638 "NoSignificant"
"104" "LA7339" "X104" -0.0251796884744957 0.0927650230303785 "NoSignificant" 0.470573454842811 "NoSignificant"
"105" "LA7339" "X105" -0.0250732494827455 0.0927725218546799 "NoSignificant" 0.470573454842811 "NoSignificant"
"106" "LA7339" "X106" -0.00297845202151503 0.484516267980431 "NoSignificant" 0.669575524648297 "NoSignificant"
"107" "LA7339" "X107" -3.682027270413e-05 0.992865643483749 "NoSignificant" 0.996083781843406 "NoSignificant"
"108" "LA7339" "X108" -0.00916606993223024 0.869891091616281 "NoSignificant" 0.926781731344962 "NoSignificant"
"109" "LA7339" "X109" -0.0432556734724328 0.59155445020626 "NoSignificant" 0.744240135540178 "NoSignificant"
"110" "LA7339" "X110" 0.0104608417175411 0.78148270246855 "NoSignificant" 0.873082117201852 "NoSignificant"
"111" "LA7339" "X111" -0.0470873923112145 0.0305155913599768 "q < 0.05" 0.470573454842811 "NoSignificant"
"112" "LA7339" "X112" -0.0393853688309811 0.0236807052956824 "q < 0.05" 0.470573454842811 "NoSignificant"
"113" "LA7339" "X113" -0.0536596436422156 0.138409941851092 "NoSignificant" 0.470573454842811 "NoSignificant"
"114" "LA7339" "X114" 0.0109776016947185 0.215954463576632 "NoSignificant" 0.498789766157875 "NoSignificant"
"115" "LA7339" "X115" 0.0874101430901502 0.0733377244562587 "NoSignificant" 0.470573454842811 "NoSignificant"
"116" "LA7339" "X116" -0.108836997373172 0.127117192762702 "NoSignificant" 0.470573454842811 "NoSignificant"
"117" "LA7339" "X117" 0.0270423309571175 0.179117041643626 "NoSignificant" 0.479565421195993 "NoSignificant"
"118" "LA7339" "X118" -0.00367536965777138 0.379320655693619 "NoSignificant" 0.595466119735505 "NoSignificant"
